@relation MyFinal

@attribute ﻿Shape__Length numeric
@attribute X numeric
@attribute Y numeric
@attribute difficulty {Easy,Easiest,'Easiest,Easy','Advanced,Expert',Advanced,Intermediate,Expert,'Easy,Advanced','Easiest,Advanced','Easy,Expert','Intermediate,Advanced','Intermediate,Advanced,Expert'}
@attribute completionTime numeric

@data
524.689008,170.699755,-45.874304,Easiest,5
532.198482,176.246676,-37.800157,Advanced,15
552.552702,168.126725,-44.695017,Easy,30
565.430542,174.933818,-38.457651,Easy,30
570.601339,173.860941,-42.215284,Easy,10
573.315182,170.959645,-44.666907,Easy,90
574.409899,168.527468,-45.073321,Easy,20
579.074349,168.102129,-44.806976,Easy,20
586.56089,172.678853,-34.428065,Easiest,10
587.172263,174.134748,-35.892819,Easy,65
587.950289,170.331346,-43.160405,Easiest,20
589.537909,170.024125,-43.484636,Easiest,30
590.252202,175.531185,-37.862099,Easiest,30
592.948933,173.733009,-35.013562,Intermediate,45
594.717484,171.192469,-42.647555,Easiest,10
599.219641,173.533952,-35.609472,Easiest,10
604.359229,174.509999,-35.820988,Easy,120
608.574408,169.262977,-44.439785,Easiest,30
609.422979,169.410963,-44.935836,Easy,15
616.800351,177.385703,-38.118776,Easy,30
622.142677,167.63541,-45.866411,Easy,30
631.219432,174.11677,-35.254812,Easy,15
643.27841,177.310239,-38.078972,Easy,25
650.364047,172.678059,-34.445827,Easy,45
663.448476,170.163227,-43.698027,Easy,60
665.076063,171.30187,-43.626941,Easy,30
672.52097,173.799782,-35.19879,Easiest,15
685.077638,171.324149,-42.434374,Easiest,60
704.500823,170.01791,-43.468848,Easiest,20
710.599218,176.296638,-39.93176,Easiest,180
718.069786,173.830112,-42.244223,Easiest,10
719.681471,174.911023,-41.352884,Easiest,30
732.428721,170.455389,-45.920678,Easy,60
739.866102,174.141705,-35.453044,Easy,30
740.686476,176.330113,-38.182863,Easiest,30
741.214239,173.628242,-35.234824,Easy,10
742.12362,169.344465,-44.120615,Easy,90
744.428672,172.811789,-40.887197,Easy,30
751.294505,174.273644,-41.095483,Easy,30
751.362302,175.51373,-36.720936,Easy,30
753.804929,169.276287,-44.164198,Easiest,60
757.870597,174.898991,-37.907699,Easiest,10
779.299534,173.627554,-35.239921,Easy,30
798.280113,175.123615,-38.26222,Easy,20
804.246344,175.547135,-36.83206,Easiest,30
811.209813,175.716165,-38.565411,Easy,60
813.033133,171.74313,-43.19644,Easiest,60
832.271382,177.721894,-38.990582,Easy,20
847.945008,167.542504,-45.574698,Advanced,105
851.956243,175.763331,-38.967902,Easiest,20
851.956243,177.518096,-38.830248,Easiest,5
859.172062,175.875008,-38.934073,Easiest,20
878.072282,175.061885,-37.293299,Easiest,25
879.934023,175.816657,-40.339706,Easiest,15
891.939606,170.168012,-43.424834,Easiest,20
892.519195,171.348145,-42.553648,Easy,45
905.259396,168.710589,-45.326534,Advanced,90
914.840154,167.923959,-44.671518,Easiest,30
941.320741,169.161575,-44.692078,Easy,90
955.570483,170.61639,-45.73544,Easy,45
957.953172,176.519544,-38.159507,Easiest,20
970.70192,170.037543,-43.489835,Easiest,60
975.848555,169.561412,-46.51767,Easiest,20
993.345742,175.541361,-40.811151,Easy,30
1004.34956,173.972534,-41.189484,Easy,15
1005.548485,169.349459,-46.5716,Easiest,40
1016.771432,176.456091,-38.248426,Easiest,20
1023.483485,167.517481,-45.816047,Easiest,30
1030.501749,173.773222,-41.049752,Easy,45
1041.256098,167.168536,-45.470196,Advanced,120
1042.931191,174.613087,-36.361774,Easy,40
1067.392715,174.863902,-41.257577,Easy,40
1093.080581,172.861803,-40.881495,Easy,60
1093.34753,175.715037,-36.833084,Easiest,20
1100.646989,167.492798,-45.543042,Easy,45
1100.994072,169.211242,-44.673502,Easy,45
1106.282421,174.784222,-38.922318,Easiest,30
1112.902843,175.724228,-37.427025,Easiest,60
1117.042356,175.601863,-41.063015,Easiest,30
1131.947017,172.880417,-40.944221,Easy,45
1141.356448,169.485915,-46.504055,Easiest,30
1151.120832,167.170034,-45.478922,Advanced,180
1155.619453,176.878546,-39.286173,Easiest,30
1162.419368,175.571237,-36.989997,Easiest,20
1183.018317,176.857532,-39.431491,Easiest,60
1190.301175,176.829948,-39.548584,Easiest,45
1195.007303,173.952251,-35.216866,Easy,90
1196.371604,172.705972,-40.76967,Easy,30
1207.195197,175.148006,-37.967949,Easiest,60
1216.877778,170.964872,-44.698519,Easy,20
1219.94637,176.343681,-38.010832,Easiest,30
1243.332956,173.850628,-34.994486,Easy,60
1252.186524,172.401476,-42.379524,Easiest,20
1256.537599,173.975779,-36.058133,Easy,20
1283.266501,168.082844,-44.893674,Easiest,45
1291.993521,174.105836,-39.325001,Easiest,10
1306.951378,174.045518,-35.191977,Easy,15
1310.65534,173.743015,-41.128311,Easy,60
1313.942264,169.704421,-46.503775,Easy,60
1314.581559,173.196224,-35.032715,Easy,60
1331.310221,170.178554,-43.415841,Easy,60
1334.950782,175.968814,-38.883153,Easy,60
1345.922763,174.47424,-36.84126,Easy,40
1350.7861,169.652999,-44.405622,Expert,30
1362.962096,175.623521,-36.720969,Easiest,15
1368.376805,172.347892,-43.793289,Easiest,40
1377.753308,175.334371,-36.524916,Advanced,30
1394.428578,170.899071,-43.545961,Easy,30
1401.474524,176.497785,-38.03409,Easy,90
1402.645063,173.61088,-35.557013,Advanced,120
1408.041126,174.803131,-36.270877,Easy,45
1409.032307,175.137101,-37.662708,Easiest,60
1410.206518,175.392099,-36.240682,Easy,120
1415.750173,167.156411,-45.463651,Easy,60
1424.112756,178.100482,-38.664463,Easiest,30
1426.186743,175.232514,-40.646553,Easiest,10
1446.18146,174.281651,-35.253694,Easy,60
1456.714926,174.972767,-39.274488,Easy,90
1465.692306,167.928178,-44.672785,Easy,20
1466.475232,171.560953,-42.935233,Easy,60
1479.670194,176.020205,-40.124957,Easiest,60
1499.878123,176.220661,-40.90463,Easy,90
1500.968132,169.437736,-46.579576,Easiest,27
1506.17244,175.129451,-37.682162,Easiest,30
1520.406158,175.243478,-38.534205,Advanced,60
1520.582841,173.648482,-35.720947,Easiest,40
1524.476394,168.498223,-45.073051,Easy,90
1529.82184,170.1661,-43.384607,Easiest,80
1530.708022,175.391907,-36.231805,Advanced,120
1532.179283,167.536451,-45.775989,Easy,40
1539.580717,173.564366,-35.656772,Advanced,60
1546.008173,169.794086,-44.363869,'Advanced,Expert',30
1583.815385,175.524361,-39.964676,Easy,20
1590.882815,175.425526,-36.243291,Advanced,60
1591.144955,173.412972,-34.821654,Advanced,90
1637.199197,169.193467,-44.495988,Easy,60
1640.837209,176.18702,-38.127547,Easiest,60
1653.258903,176.69384,-38.672906,Easy,90
1660.45584,174.475884,-35.861832,Easy,60
1662.312478,174.083392,-35.289015,Easy,60
1669.669622,171.40168,-42.62704,Easy,150
1691.394418,167.146088,-45.469043,Advanced,150
1693.526664,173.738291,-35.21557,Advanced,45
1696.989448,174.540706,-35.611549,Easy,60
1699.139854,175.779966,-39.809901,Easy,60
1706.756362,172.940216,-40.838768,Easy,80
1721.1847,171.147064,-42.801985,Easiest,2
1735.127961,175.431075,-36.69919,Easiest,40
1737.533055,170.178317,-43.408538,Easy,120
1742.938067,176.189416,-38.124013,Easy,90
1747.25978,174.413162,-35.44561,Easy,90
1777.598835,171.239238,-44.087045,Easiest,10
1779.514697,175.807633,-39.166611,Advanced,90
1793.448185,168.720757,-45.319567,Easy,60
1799.642283,168.119366,-44.816882,Intermediate,180
1800.777645,172.250399,-43.198676,Easy,60
1807.070041,173.502319,-34.989664,Easiest,40
1816.320526,175.792578,-38.816131,Advanced,45
1823.821482,175.392303,-38.992728,Easy,120
1830.543523,170.201516,-43.387143,Easy,80
1841.243254,172.525663,-43.147213,Easiest,60
1864.986843,170.187288,-43.393405,Easy,80
1873.107038,176.464473,-38.177059,Advanced,180
1887.201153,175.799053,-36.833353,Easy,90
1925.027227,174.645426,-36.345696,Advanced,420
1929.69533,176.01538,-39.956022,Easy,90
1931.956641,173.749879,-35.048392,Easy,30
1945.604475,174.85517,-36.807931,Easy,60
1967.638846,176.329267,-38.187429,Easy,90
1986.44383,167.823678,-45.200974,Easy,45
2024.435791,177.13439,-38.801546,Advanced,60
2028.361376,174.090957,-35.168355,Easy,40
2038.63973,174.937509,-41.353807,Advanced,120
2068.743095,173.53142,-35.613681,Easiest,80
2078.316122,170.175116,-46.041602,Easy,120
2082.121385,174.823378,-37.825896,Easiest,25
2102.553963,174.812052,-36.827561,Easiest,60
2104.215157,174.437713,-35.787241,Easy,90
2108.03821,175.843557,-36.979007,Advanced,30
2123.484631,170.668048,-45.639454,Easy,45
2132.356864,178.326936,-38.382781,Easy,150
2161.883617,168.566842,-45.004504,Easy,150
2165.982885,176.726126,-38.669068,Easy,60
2174.668886,170.187392,-46.054188,Easiest,45
2244.825728,175.154322,-37.609306,Easy,120
2249.252265,175.897619,-38.910774,Easy,40
2252.231112,173.410899,-34.829147,Easy,180
2280.081638,175.82144,-39.151577,Easy,150
2294.349824,173.721732,-35.022982,Intermediate,120
2298.781026,175.078562,-37.773522,Advanced,60
2302.309487,169.20796,-44.341021,Advanced,420
2306.367613,169.624462,-44.378172,Expert,60
2338.225179,168.030284,-44.906264,Advanced,180
2351.410813,169.189216,-44.676738,Easy,105
2355.609303,175.740363,-39.023058,Easy,120
2358.053015,174.133563,-35.887947,Easy,150
2396.203775,177.596603,-38.239478,Easy,150
2415.457998,173.958973,-35.220341,Easy,60
2443.805508,174.171412,-41.074119,Advanced,120
2444.081838,175.163979,-38.524621,Easy,60
2453.599699,170.638781,-45.893582,Easy,90
2456.580522,176.020756,-40.113454,Advanced,150
2458.612226,174.425522,-35.452395,Easy,150
2462.407093,175.471081,-40.904241,Easy,60
2474.314319,175.637194,-40.725553,Easy,120
2476.067212,170.029953,-43.489913,Easy,40
2477.083467,168.356564,-44.776229,Advanced,330
2485.150805,172.694503,-43.716335,Intermediate,80
2505.452773,171.387958,-42.265246,Expert,240
2525.43211,172.766947,-42.426674,Easy,300
2527.673089,173.725754,-35.194784,Advanced,60
2529.837539,174.715042,-36.307139,Advanced,210
2553.998415,170.608004,-45.894094,Advanced,90
2558.600217,176.672925,-38.681779,Easy,240
2570.670601,171.261687,-42.40843,Easy,60
2575.691201,170.675745,-45.603043,Easy,90
2596.396968,175.236517,-41.44828,Easy,180
2602.203777,175.908494,-37.760512,Advanced,360
2606.857454,172.389368,-42.379685,Advanced,90
2612.022193,168.389411,-44.775691,Easy,45
2617.337136,174.09173,-39.274162,Easy,90
2629.400057,170.64844,-45.755952,Easy,90
2658.043846,171.229226,-43.896482,Easy,45
2659.286116,168.092493,-44.799972,Advanced,810
2679.396934,173.302923,-42.864929,Easy,90
2688.623341,170.962,-44.626514,Expert,60
2690.014668,170.172469,-43.407653,Easy,90
2700.667084,170.904751,-42.791258,Easiest,10
2709.911463,174.92412,-41.349889,Easy,45
2710.364696,175.081324,-40.879059,Easy,90
2711.532018,170.500293,-45.801109,'Easy,Advanced',210
2717.697436,170.356162,-44.64319,Easy,60
2721.120865,169.398927,-44.084268,Advanced,420
2781.15302,176.040985,-39.841008,Advanced,150
2784.630441,175.97851,-37.797371,Easy,90
2797.662231,176.036925,-39.814145,Advanced,210
2829.035645,175.093954,-38.260969,Easy,75
2847.839102,174.352711,-35.928459,Easy,90
2849.757728,174.56917,-35.848761,Easy,180
2865.77364,176.086357,-38.658928,'Easiest,Easy',10
2906.446714,174.936643,-41.345646,Easy,60
2925.594244,169.872539,-44.369277,Easy,60
2946.382344,174.963064,-41.323389,Advanced,150
2966.500096,167.48035,-45.74513,Advanced,270
2992.429545,170.578812,-45.806186,Easy,150
3001.665476,175.961235,-38.697811,Easy,90
3027.133188,176.883435,-39.481932,Easy,60
3033.862384,171.080694,-43.633089,Advanced,180
3039.152668,171.49161,-43.317707,Expert,180
3044.91772,175.423862,-36.175811,Easy,10
3070.054227,174.990159,-36.777342,Advanced,55
3075.526539,167.368851,-45.984107,Advanced,240
3084.982809,168.548189,-45.066755,Easy,180
3102.162016,173.779795,-41.267705,'Easiest,Easy',10
3105.242282,174.989888,-41.333022,Intermediate,90
3105.662733,175.754709,-38.908394,Easy,45
3107.470063,168.547065,-45.055855,Easy,90
3131.196416,168.452662,-44.62401,Advanced,540
3177.238835,176.902393,-39.858388,Easiest,30
3195.585901,178.040014,-38.640642,Easy,180
3196.471981,167.975015,-44.66526,Expert,300
3200.259742,171.459206,-41.765011,'Easiest,Easy',75
3202.751831,174.471998,-35.511789,Easy,120
3217.853171,172.345614,-42.551437,Advanced,180
3219.655421,176.014874,-38.736196,Easy,90
3222.047277,174.792314,-36.505694,Easy,90
3222.734944,170.644062,-43.77832,Advanced,210
3284.209167,171.22407,-43.63237,Advanced,150
3294.148978,173.52485,-35.538663,Advanced,120
3306.388705,174.124259,-35.880497,Advanced,225
3322.526724,174.1196,-41.08683,Advanced,360
3330.867075,168.772812,-45.137258,Advanced,240
3332.445698,170.089683,-45.57107,Easiest,60
3348.688945,176.091622,-38.651955,Easy,60
3351.968953,170.588759,-45.757727,Easy,60
3358.733709,170.777331,-45.400478,'Easy,Advanced',30
3406.462739,175.549911,-39.072149,Easy,150
3408.967142,-176.555991,-43.852168,Easy,120
3419.141567,174.727757,-38.945391,Advanced,210
3420.027343,174.529499,-35.854647,Easy,90
3421.535853,175.998206,-39.020721,Easy,75
3425.299664,169.997663,-43.490873,Expert,480
3432.070434,173.298376,-42.897841,Intermediate,105
3438.489096,174.193144,-35.221681,Easy,150
3455.563327,167.704828,-45.438016,Easy,50
3456.269258,168.173979,-46.971251,Easiest,60
3482.189873,173.977597,-35.131336,Easy,40
3493.115493,175.912385,-37.892557,Advanced,75
3499.480565,168.57986,-45.063077,Easy,90
3501.13849,171.173298,-42.814481,Advanced,420
3509.844119,169.146338,-45.077094,Easy,90
3527.871843,171.179872,-43.983654,Easy,90
3531.871516,168.662001,-44.913323,Advanced,330
3539.196513,175.25778,-38.070711,Advanced,150
3569.134806,175.771202,-37.317907,Easy,105
3579.641885,174.979872,-38.072686,Easiest,90
3580.668925,174.395887,-35.473205,Advanced,120
3581.129057,172.594735,-41.802485,Easy,180
3584.226633,171.558994,-42.921434,Easy,160
3597.770111,171.526574,-42.401569,Easiest,60
3609.945148,169.244173,-44.235035,Advanced,300
3619.160677,170.553641,-45.900978,Advanced,120
3619.967098,168.073669,-44.830172,Expert,240
3632.311888,172.693359,-34.479261,Easy,180
3646.434771,169.473292,-46.564246,Easy,60
3647.234821,170.869203,-44.433313,Advanced,150
3648.522208,168.296875,-44.763385,Advanced,360
3681.260924,170.694016,-45.766098,Advanced,120
3714.458289,175.503155,-39.330399,Easy,80
3739.400915,170.178247,-43.432164,Advanced,320
3741.219226,174.465259,-36.842507,?,150
3752.150139,177.800795,-38.984819,Advanced,150
3764.403177,174.629215,-36.361346,Advanced,90
3786.092783,175.44973,-40.902876,Easy,90
3808.872839,173.943753,-34.997925,Easy,110
3965.725559,176.264474,-39.720375,Easy,210
3995.522639,178.30843,-38.231307,Easy,120
4005.274464,172.656538,-41.106955,Easy,120
4014.430804,176.017711,-39.985991,Advanced,210
4036.884872,173.71706,-35.20065,Advanced,150
4044.750326,169.258881,-44.428023,Advanced,300
4047.873045,176.255891,-39.669321,Advanced,150
4049.057185,176.082199,-38.186315,Advanced,120
4056.553751,169.588006,-44.274018,Advanced,210
4084.883551,174.953692,-41.349277,Advanced,90
4102.527376,175.351379,-40.983707,Intermediate,1800
4112.017564,173.813677,-35.750773,Advanced,180
4115.832717,174.069329,-41.205181,Easy,10
4133.65996,172.274869,-42.396629,Advanced,330
4142.722385,174.59732,-36.081098,Easy,150
4169.537548,172.821264,-41.827155,Advanced,300
4178.762301,169.970114,-43.446986,Easiest,90
4191.582229,176.007524,-39.897251,Easy,150
4192.740278,175.388353,-36.169584,Advanced,150
4194.092809,172.330205,-43.160646,Expert,300
4206.429489,169.585198,-44.217976,'Advanced,Expert',230
4208.456849,175.192925,-38.951588,Easy,120
4212.215412,177.119788,-38.344263,Easiest,60
4238.058524,176.512328,-38.174108,Easy,120
4256.800389,174.083764,-39.314412,'Advanced,Expert',330
4257.113084,172.336309,-43.184036,Easy,90
4269.919687,174.043296,-39.103996,Easiest,45
4288.635758,177.796562,-38.981836,Advanced,120
4295.590365,168.014868,-44.756756,Expert,300
4300.234973,170.329615,-44.206423,Advanced,120
4305.382387,176.212247,-38.765627,Easiest,30
4307.521735,171.530181,-43.546471,Advanced,120
4310.939605,168.103373,-44.701088,Expert,1080
4330.657313,168.044259,-44.894573,Advanced,180
4331.692699,175.488703,-36.758047,Easy,90
4344.599678,168.628229,-46.555003,'Easiest,Easy',10
4373.612159,170.666706,-45.893187,Easy,150
4387.660379,168.389648,-44.843248,Easy,90
4395.838145,174.317971,-35.185072,Advanced,480
4399.689845,174.936556,-41.343213,Easy,90
4399.801591,175.736485,-37.427996,Easy,60
4406.891394,167.536345,-45.79223,Easy,90
4459.970105,170.027319,-43.482819,Easy,140
4491.041302,173.984447,-41.885593,Expert,150
4496.859226,176.382748,-37.753143,Easy,75
4499.005844,171.134158,-42.842884,Easy,240
4520.67917,174.1075,-39.31797,Advanced,90
4521.378161,177.354973,-37.987406,Easy,240
4525.194931,173.442189,-35.530217,'Easiest,Easy',150
4542.668223,168.317107,-44.688776,Advanced,540
4555.813693,175.540827,-37.026124,Easy,150
4557.861652,172.551864,-40.634096,Advanced,80
4562.345007,174.13607,-35.882505,Advanced,225
4595.580285,174.285901,-35.763588,Easy,150
4608.746253,175.393707,-36.182334,Easy,210
4627.250988,170.245221,-43.926994,Advanced,180
4651.883408,168.637745,-45.019637,Easy,210
4670.149993,174.455805,-36.847482,'Easy,Advanced',120
4692.15523,169.810247,-44.870071,'Easiest,Advanced',60
4694.175046,170.406442,-45.815645,Advanced,210
4713.889658,169.032178,-44.34282,Advanced,420
4720.027796,175.5139,-39.215136,Advanced,270
4724.552232,167.684289,-45.420796,Easy,120
4748.687539,177.163856,-38.73385,Easy,120
4761.84375,176.065289,-39.77319,Advanced,540
4774.986697,173.699033,-42.428536,Easy,5
4821.924975,175.958477,-37.781054,Advanced,120
4832.004755,173.848472,-42.199905,Expert,270
4833.243419,175.152849,-40.859313,Easy,180
4847.137714,171.684518,-42.784279,Expert,360
4850.994031,175.734058,-36.744436,Easy,105
4875.397827,167.983534,-45.141192,Advanced,180
4877.293726,175.24258,-40.896882,Intermediate,330
4891.665276,176.316866,-38.188637,Advanced,90
4895.490784,174.682152,-38.975784,Advanced,480
4897.245761,175.877947,-40.18708,Advanced,150
4905.811063,170.094296,-43.719062,Easy,180
4930.748322,171.645677,-43.508761,Easy,210
4937.509983,177.305354,-38.343942,Advanced,900
4960.77004,177.123776,-38.79588,Advanced,120
4991.564867,168.321956,-44.715347,Easy,100
5020.465194,175.859234,-37.517284,Advanced,240
5024.440889,175.129978,-37.968716,'Easy,Advanced',90
5031.789263,173.608321,-35.237016,Advanced,150
5057.79235,168.153543,-44.744398,Expert,300
5060.519948,169.357478,-45.246475,Easy,30
5062.101945,168.676771,-44.834635,Intermediate,120
5073.265649,176.439973,-39.300592,Advanced,210
5073.265649,175.078703,-38.009935,Advanced,300
5128.947229,176.074532,-38.761418,Easiest,30
5157.016486,175.902909,-40.167147,Advanced,300
5170.154511,174.110002,-39.294086,Advanced,150
5185.441629,175.133215,-37.663555,Easy,180
5202.24658,175.079874,-40.875918,Advanced,210
5209.607188,172.616308,-41.158644,Advanced,150
5227.425548,171.227776,-42.38512,Easy,105
5244.575845,175.080061,-37.932458,Easy,150
5253.591486,176.183022,-39.792327,Easy,150
5277.158666,174.415247,-35.678533,Easy,120
5309.244224,175.525954,-36.735994,Advanced,90
5324.4391,168.816888,-44.437913,Advanced,210
5345.122932,175.215852,-41.167121,Easy,180
5354.836152,175.356552,-36.477376,Easy,120
5355.20372,172.729844,-40.854566,Easy,110
5406.865769,175.289284,-40.843958,Advanced,360
5442.775039,174.581749,-38.884758,Advanced,330
5469.349914,174.120517,-35.259699,Easy,30
5487.000645,172.622902,-40.752098,Easy,180
5487.9848,177.008223,-39.639904,Easy,300
5556.543874,168.816888,-45.059869,Advanced,90
5594.724404,174.083282,-39.287822,'Advanced,Expert',540
5603.080693,170.143609,-43.229003,'Easiest,Easy',180
5605.521042,172.692661,-43.627924,'Easiest,Easy',150
5618.762537,177.14835,-38.791853,Advanced,120
5626.008929,168.554284,-45.036238,Easy,210
5643.699667,177.879772,-39.125763,Advanced,150
5676.3247,169.355005,-44.45757,Easy,420
5697.872517,172.360758,-43.135939,Advanced,180
5731.120804,172.566012,-41.09025,Advanced,270
5759.623173,175.431561,-36.208121,'Easiest,Advanced',45
5785.583899,175.822099,-40.149567,Easy,150
5799.115878,169.193467,-44.495988,Advanced,360
5804.666811,169.257199,-44.178803,Intermediate,210
5812.7438,174.861671,-36.806389,Easy,120
5858.550632,175.841568,-39.165391,Advanced,210
5878.248156,167.520578,-45.758812,Advanced,180
5896.98807,172.695363,-41.182245,Advanced,180
5926.838445,175.852296,-37.606744,Easy,50
5976.806982,175.651223,-39.090081,Intermediate,270
5998.892634,169.683398,-44.412967,Expert,120
6032.525777,170.250498,-45.844638,Easy,180
6037.848708,174.118033,-35.868631,Advanced,150
6067.516674,168.605262,-43.986884,Easy,120
6103.025764,175.779968,-37.464687,Advanced,180
6113.189223,174.44655,-36.45021,Advanced,105
6119.335294,173.423693,-41.481157,Expert,1200
6236.236658,169.818251,-44.540626,'Advanced,Expert',120
6282.255202,169.580841,-44.459488,Advanced,540
6285.486002,175.257033,-41.065776,Advanced,240
6293.218419,170.149384,-45.875232,'Easy,Advanced',150
6300.462291,176.01478,-39.042418,Advanced,270
6361.725227,169.071752,-44.67339,Easy,330
6373.731502,172.704119,-34.508234,Easy,270
6381.780252,172.783555,-34.453403,Easy,180
6391.746569,168.535544,-45.054918,Easy,180
6431.935,176.550367,-38.044985,Easy,20
6444.065441,168.126726,-44.818123,Intermediate,180
6461.33931,174.074665,-35.30662,Intermediate,150
6546.7839,170.087253,-43.719166,Advanced,240
6581.277382,-176.572908,-43.761778,Easy,60
6589.686604,176.286056,-39.488808,Advanced,150
6615.106948,172.6957,-34.429123,Easy,180
6626.440976,170.93277,-42.783596,Easy,120
6748.889579,174.091784,-39.2789,Advanced,180
6753.046451,177.291043,-38.207934,Easy,120
6755.041061,175.836281,-37.274618,Easy,210
6771.845557,176.110799,-38.628673,'Easiest,Easy',10
6795.572896,172.741763,-41.18144,Advanced,270
6840.040329,174.953112,-41.341924,Easy,120
6844.789438,168.463712,-44.727909,Easy,180
6859.124305,167.588453,-45.580147,Advanced,210
6927.602538,177.700047,-38.468699,Easy,150
6928.415975,174.572534,-35.839098,Intermediate,330
6992.850742,175.078703,-38.009935,Advanced,210
7011.897881,171.784903,-41.733391,Easy,360
7033.466636,169.340352,-44.945739,Advanced,300
7085.177978,175.13364,-37.975785,Advanced,150
7091.349772,175.457073,-40.903385,Easy,210
7094.916432,174.818434,-41.146908,Easy,240
7121.889574,175.366819,-36.167392,Easy,60
7163.281,170.423406,-43.0411,Easy,165
7182.795558,168.801464,-44.979611,Easy,150
7210.901524,171.207343,-43.481082,Easy,10
7228.876914,168.686902,-44.818458,Advanced,300
7240.026853,175.854721,-37.503661,Advanced,240
7260.622087,174.126152,-35.882995,Advanced,150
7281.561448,176.300688,-39.627293,Advanced,150
7310.658091,169.419516,-44.036206,Advanced,330
7337.96206,168.057576,-45.040664,Expert,120
7343.304934,177.160335,-38.783183,Advanced,360
7347.547056,174.798374,-37.868981,Advanced,150
7395.488266,175.53166,-36.619453,Advanced,180
7433.465484,173.692537,-41.425915,Advanced,480
7458.636545,173.455818,-35.523382,Advanced,300
7506.947907,175.77963,-37.463674,Advanced,240
7570.157857,170.158842,-43.41486,Advanced,480
7607.803483,175.067986,-37.938631,Advanced,360
7664.465309,173.252223,-41.597229,Expert,330
7757.580872,173.774442,-41.071428,Easy,210
7792.587138,175.222478,-40.882574,Easy,120
7858.156653,176.153181,-37.971362,Expert,330
7876.351051,172.705294,-41.203382,Expert,210
7882.276376,175.939013,-37.846606,Advanced,210
7930.135037,172.697672,-40.839063,Expert,300
7933.766109,173.505612,-41.474801,Expert,340
