Shape__Length,X,completionTime
6032.525777,170.2504983,180
6037.848708,174.1180332,150
6067.516674,168.6052622,120
6103.025764,175.7799681,180
6113.189223,174.44655,105
6119.335294,173.423693,1200
6236.236658,169.8182508,120
6282.255202,169.5808408,540
6285.486002,175.2570333,240
6293.218419,170.1493843,150
6300.462291,176.0147802,270
6361.725227,169.0717515,330
6373.731502,172.7041186,270
6381.780252,172.7835552,180
6391.746569,168.5355438,180
6431.935,176.5503668,20
6444.065441,168.1267263,180
6461.33931,174.074665,150
6546.7839,170.0872529,240
6581.277382,-176.5729084,60
6589.686604,176.2860563,150
6615.106948,172.6957002,180
6626.440976,170.9327698,120
6748.889579,174.0917839,180
6753.046451,177.2910433,120
6755.041061,175.8362812,210
6771.845557,176.1107992,10
6795.572896,172.7417627,270
6840.040329,174.9531122,120
6844.789438,168.4637123,180
6859.124305,167.5884531,210
6927.602538,177.7000468,150
6928.415975,174.5725345,330
6992.850742,175.0787027,210
7011.897881,171.7849031,360
7033.466636,169.3403525,300
7085.177978,175.13364,150
7091.349772,175.4570725,210
7094.916432,174.8184341,240
7121.889574,175.3668192,60
7163.281,170.4234056,165
7182.795558,168.801464,150
7210.901524,171.2073432,10
7228.876914,168.6869016,300
7240.026853,175.8547209,240
7260.622087,174.126152,150
7281.561448,176.3006879,150
7310.658091,169.419516,330
7337.96206,168.0575763,120
7343.304934,177.160335,360
7347.547056,174.7983744,150
7395.488266,175.5316596,180
7433.465484,173.6925369,480
7458.636545,173.4558185,300
7506.947907,175.7796304,240
7570.157857,170.1588424,480
7607.803483,175.067986,360
7664.465309,173.2522233,330
7757.580872,173.7744424,210
7792.587138,175.2224779,120
7858.156653,176.1531814,330
7876.351051,172.705294,210
7882.276376,175.9390126,210
7930.135037,172.6976719,300
7933.766109,173.5056117,340
7943.397617,175.8570557,270
7945.422393,174.5351628,180
7946.474761,172.8725983,300
7977.655449,174.7485405,480
8045.104635,175.4860592,480
8048.44482,168.4273051,480
8068.935535,173.596344,30
8075.612675,175.3889838,480
8080.601307,173.5559909,390
8198.174005,172.5574068,540
8241.54867,170.0392135,270
8296.727692,177.4080337,210
8305.9267,175.8246168,330
8336.147289,171.2276831,330
8349.120626,173.3213056,150
8363.090536,172.2517406,180
8407.944413,169.4778811,300
8425.969103,175.8025403,240
8529.46922,169.6360911,360
8536.291096,174.9926057,420
8541.816468,171.3782066,900
8559.994843,175.7460211,45
8606.679683,168.1259016,300
8617.298125,169.343396,300
8626.428334,177.3090691,210
8630.909856,172.0697304,300
8639.90388,174.747782,240
8729.446131,174.1078309,80
8787.832964,168.5885169,240
8800.802075,172.8315711,300
8815.516167,172.0382551,900
8877.984689,168.3221325,300
8911.418456,175.7820179,480
8915.38282,174.6259033,390
9004.641979,167.4965809,420
9030.798372,174.796649,360
9080.546386,171.969911,1500
9080.546386,176.0388663,2100
9112.758816,170.0530523,105
9121.186234,173.391475,210
9187.601994,171.5139009,1200
9261.72863,171.8812823,150
9343.511162,171.1104832,210
9380.188402,169.3668504,420
9388.04336,175.7152657,210
9472.036487,168.7201304,240
9481.501485,171.398521,300
9613.075863,167.6838923,150
9720.53566,175.3815616,300
9743.614004,175.8542516,300
9829.441473,171.4388021,150
9922.033971,170.6221465,270
9926.516904,175.4995263,300
10064.11416,168.4210331,150
10076.01077,173.3842936,240
10095.85507,175.1383506,420
10106.14908,169.1271723,210
10256.44346,170.1707624,90
10258.28091,175.7191967,5
10301.39398,167.9656922,480
10378.44922,175.0949166,180
10389.30038,177.3955648,120
10399.49809,175.446205,780
10403.13337,175.7349757,150
10414.32102,176.0357182,270
10455.38192,177.3881146,150
10550.88909,173.4670282,90
10578.06316,169.3861729,360
10599.10816,173.2014298,10
10601.79703,170.6249129,300
10677.84687,176.2832869,105
10707.33554,174.7264169,840
10723.18039,169.4503962,300
10767.32762,168.9231076,480
10808.62116,168.94002,120
10853.43685,172.6929746,120
10856.86009,175.7551419,120
11099.87703,174.8387226,270
11140.05051,174.492588,360
11147.90657,168.68132,360
11208.485,174.1641991,180
11352.3479,175.8721946,210
11355.99745,174.9719147,600
11381.3241,176.9083907,120
11422.09776,176.0287095,540
11422.56164,174.802487,480
11431.99364,175.3845873,270
11579.62589,167.4592865,600
11587.27367,174.5551169,480
11591.71309,174.2294041,300
11635.69132,173.7033237,120
11708.9933,170.1630012,150
11737.91407,178.0542855,420
11751.04192,176.697858,240
11762.16636,173.5721816,480
11768.40212,174.8902588,180
11802.6525,171.7933497,1200
12034.49501,174.8270064,450
12051.86045,169.7020696,420
12092.28809,175.829158,300
12250.87705,175.1388144,420
12280.30351,169.31935,270
12327.64082,168.1311919,240
12345.70847,175.4247904,360
12388.4671,168.4352389,540
12591.30799,175.4542453,30
12791.54386,175.4346755,840
12803.32642,175.5268949,780
12865.57732,174.0826989,450
12956.8928,167.6524,540
13088.74151,171.5456759,1200
13122.5973,172.1728613,270
13177.35796,169.4589776,900
13195.61637,172.643854,360
13385.00574,175.8928309,300
13444.58245,175.078202,300
13629.42119,175.1293887,450
13638.73984,173.8643909,300
13650.04875,175.8579412,300
13722.50858,173.2393949,1500
13848.59773,176.403595,330
13865.22966,175.8529905,420
13992.94903,169.4002728,1200
14098.2837,173.5341575,600
14190.83666,176.4194513,900
14357.25272,175.814981,150
14470.68136,168.665947,330
14533.15561,167.3357432,540
14868.58282,172.3372133,330
14964.48335,168.8504555,120
15138.02442,167.233984,600
15212.89282,175.62146,210
15289.57149,169.435318,1200
15362.99521,172.7098096,330
15365.14878,168.66593,690
15478.15126,168.629884,300
15536.58578,172.2586075,300
15595.85971,169.8797173,420
15603.60735,167.6827234,210
15683.91079,172.7814462,150
15759.75604,172.5636692,960
15823.86251,167.339704,600
15835.97455,170.0641876,180
15846.51441,175.1884997,540
15898.97454,175.679367,270
15920.06939,175.8650058,120
15933.36448,169.2132875,150
15962.11912,173.3688823,15
15962.11912,176.2466755,240
16096.67815,168.1449996,360
16301.71772,168.665947,380
16454.82476,173.8275177,360
16480.86178,172.660372,360
16519.88997,175.4117957,420
16551.33118,176.077568,1800
16597.71381,175.8418678,240
17335.07773,177.3935388,420
17401.63,169.6450692,540
17462.07339,169.2532123,1800
17522.26612,167.5136478,2100
17562.7012,169.9073691,180
17562.7012,172.7835552,330
17673.36408,172.8329311,510
18031.48081,173.4255143,540
18033.94445,172.0797786,480
18049.86014,173.9850585,360
18119.66698,168.2587361,2400
18192.86097,169.259597,360
18213.47197,175.7814129,300
18282.31643,167.4578209,360
18298.43003,177.4613414,375
18463.47308,171.366957,1200
18647.10391,174.0533159,500
18841.85081,174.9600265,360
19048.16548,173.7912736,60
19048.16548,176.0087807,360
19079.71901,167.3656778,540
19096.69508,175.5810012,450
19109.83003,177.136749,360
19457.4311,171.5477155,420
19518.41279,170.1278131,180
19522.30502,176.3926899,420
19733.6682,176.0572817,1800
20104.45271,168.7240664,210
20367.52221,174.0414961,10
20384.36035,169.7492925,300
20540.72752,173.6112606,420
20543.11825,175.0473499,720
20736.32701,169.43331,660
20785.82955,174.0524657,1500
21303.13408,172.6878431,270
21310.19161,175.4491715,720
21512.77157,171.6564492,1500
21580.57956,173.7382079,1200
21858.26064,169.072869,630
22119.96399,175.9334367,270
22265.33349,177.0842105,900
22504.97753,175.3816537,900
22545.15703,167.5817773,270
22622.30352,172.0402893,1200
22819.93446,172.6826219,1200
22946.86094,173.6349321,720
23132.58858,173.5973413,45
23572.05438,170.5056321,660
23692.26536,171.6921417,1500
23834.83814,176.0262147,1200
24114.61161,177.2781492,1500
24199.29326,176.7259072,1500
24559.71717,173.7769119,570
24941.00978,175.689982,300
25292.67914,168.871212,510
25306.53165,168.0613758,1800
25501.85756,171.4433926,1200
25573.05377,174.0621907,180
26050.82296,172.1396012,1500
26806.8167,175.127825,300
26891.52866,173.1213524,2700
26952.75935,167.5695861,300
27068.09638,169.8122194,540
27235.40859,171.6810267,1500
27674.29598,175.2937637,1500
28176.66192,172.1725754,1200
28489.1932,170.7334985,1800
29384.06784,170.870781,1500
29930.0888,169.9394872,1800
29961.84823,167.7856204,2400
30498.60967,172.78462,1500
31289.93639,177.0254011,2100
31680.65758,175.0594476,1500
31941.65681,173.2979226,1200
32189.20895,171.0091276,2100
32332.08177,169.015809,420
32435.53602,168.903288,2100
32787.71623,172.5713008,3600
33217.85311,167.3755061,1800
34292.53523,168.1814959,1800
34534.85086,175.4020129,1500
34560.65175,169.8567229,1200
34817.02606,171.6165551,1500
35089.00364,174.8585441,2400
38885.85769,169.8240656,660
40119.91518,175.2636439,1800
40630.72832,170.464692,1200
41029.96064,171.8607645,2100
41613.64225,177.150494,1800
41684.30391,172.784208,1500
42031.77798,176.2077564,1800
42616.78164,171.2470947,2100
43559.08022,171.136274,2700
44224.98397,176.0454015,1800
45151.34487,171.3440156,2700
45410.00684,170.4789653,1800
45479.92851,175.624558,2100
45555.45858,176.0388663,1500
45641.02679,176.0257461,1800
45641.02679,167.3755061,1800
45975.23511,172.6876856,1200
46258.31634,172.9349175,1800
46597.11962,171.4368912,2100
47147.35256,172.7556148,2100
48400.79337,171.0584636,240
50184.49056,169.513451,1500
50620.79428,172.678597,2400
53855.50795,176.0990427,2400
55576.36053,169.599108,900
56862.51275,174.087409,2700
57544.15386,167.242204,2820
57976.85323,172.3622201,300
60211.4503,167.5749756,2100
62747.805,167.0811449,5400
62923.73138,172.4917362,3000
64118.81657,169.0564191,2100
64475.79228,168.2411748,2400
64698.66557,173.0175497,2400
64823.67753,172.5426321,2700
65134.84337,174.087409,2400
65134.84337,174.0937593,2700
70247.81711,172.3028297,300
70946.0483,168.4672097,2700
71926.56678,175.6280802,300
74534.37081,175.8448043,3600
78581.5092,171.2729818,1800
84545.6959,172.8061652,330
84653.26536,171.9993148,2700
85782.09269,167.88232,300
92893.99727,168.0646246,2700
119965.7442,167.9106115,3600
125082.131,172.4395031,4500
