@relation meixmeidTrain

@attribute ﻿Shape__Length numeric
@attribute X numeric
@attribute completionTime numeric

@data
740.686476,176.330113,30
741.214239,173.628242,10
742.12362,169.344465,90
744.428672,172.811789,30
751.294505,174.273644,30
751.362302,175.51373,30
753.804929,169.276287,60
757.870597,174.898991,10
779.299534,173.627554,30
798.280113,175.123615,20
804.246344,175.547135,30
811.209813,175.716165,60
813.033133,171.74313,60
832.271382,177.721894,20
847.945008,167.542504,105
851.956243,175.763331,20
851.956243,177.518096,5
859.172062,175.875008,20
878.072282,175.061885,25
879.934023,175.816657,15
891.939606,170.168012,20
892.519195,171.348145,45
905.259396,168.710589,90
914.840154,167.923959,30
941.320741,169.161575,90
955.570483,170.61639,45
957.953172,176.519544,20
970.70192,170.037543,60
975.848555,169.561412,20
993.345742,175.541361,30
1004.34956,173.972534,15
1005.548485,169.349459,40
1016.771432,176.456091,20
1023.483485,167.517481,30
1030.501749,173.773222,45
1041.256098,167.168536,120
1042.931191,174.613087,40
1067.392715,174.863902,40
1093.080581,172.861803,60
1093.34753,175.715037,20
1100.646989,167.492798,45
1100.994072,169.211242,45
1106.282421,174.784222,30
1112.902843,175.724228,60
1117.042356,175.601863,30
1131.947017,172.880417,45
1141.356448,169.485915,30
1151.120832,167.170034,180
1155.619453,176.878546,30
1162.419368,175.571237,20
1183.018317,176.857532,60
1190.301175,176.829948,45
1195.007303,173.952251,90
1196.371604,172.705972,30
1207.195197,175.148006,60
1216.877778,170.964872,20
1219.94637,176.343681,30
1243.332956,173.850628,60
1252.186524,172.401476,20
1256.537599,173.975779,20
1283.266501,168.082844,45
1291.993521,174.105836,10
1306.951378,174.045518,15
1310.65534,173.743015,60
1313.942264,169.704421,60
1314.581559,173.196224,60
1331.310221,170.178554,60
1334.950782,175.968814,60
1345.922763,174.47424,40
1350.7861,169.652999,30
1362.962096,175.623521,15
1368.376805,172.347892,40
1377.753308,175.334371,30
1394.428578,170.899071,30
1401.474524,176.497785,90
1402.645063,173.61088,120
1408.041126,174.803131,45
1409.032307,175.137101,60
1410.206518,175.392099,120
1415.750173,167.156411,60
1424.112756,178.100482,30
1426.186743,175.232514,10
1446.18146,174.281651,60
1456.714926,174.972767,90
1465.692306,167.928178,20
1466.475232,171.560953,60
1479.670194,176.020205,60
1499.878123,176.220661,90
1500.968132,169.437736,27
1506.17244,175.129451,30
1520.406158,175.243478,60
1520.582841,173.648482,40
1524.476394,168.498223,90
1529.82184,170.1661,80
1530.708022,175.391907,120
1532.179283,167.536451,40
1539.580717,173.564366,60
1546.008173,169.794086,30
1583.815385,175.524361,20
1590.882815,175.425526,60
1591.144955,173.412972,90
1637.199197,169.193467,60
1640.837209,176.18702,60
1653.258903,176.69384,90
1660.45584,174.475884,60
1662.312478,174.083392,60
1669.669622,171.40168,150
1691.394418,167.146088,150
1693.526664,173.738291,45
1696.989448,174.540706,60
1699.139854,175.779966,60
1706.756362,172.940216,80
1721.1847,171.147064,2
1735.127961,175.431075,40
1737.533055,170.178317,120
1742.938067,176.189416,90
1747.25978,174.413162,90
1777.598835,171.239238,10
1779.514697,175.807633,90
1793.448185,168.720757,60
1799.642283,168.119366,180
1800.777645,172.250399,60
1807.070041,173.502319,40
1816.320526,175.792578,45
1823.821482,175.392303,120
1830.543523,170.201516,80
1841.243254,172.525663,60
1864.986843,170.187288,80
1873.107038,176.464473,180
1887.201153,175.799053,90
1925.027227,174.645426,420
1929.69533,176.01538,90
1931.956641,173.749879,30
1945.604475,174.85517,60
1967.638846,176.329267,90
1986.44383,167.823678,45
2024.435791,177.13439,60
2028.361376,174.090957,40
2038.63973,174.937509,120
2068.743095,173.53142,80
2078.316122,170.175116,120
2082.121385,174.823378,25
2102.553963,174.812052,60
2104.215157,174.437713,90
2108.03821,175.843557,30
2123.484631,170.668048,45
2132.356864,178.326936,150
2161.883617,168.566842,150
2165.982885,176.726126,60
2174.668886,170.187392,45
2244.825728,175.154322,120
2249.252265,175.897619,40
2252.231112,173.410899,180
2280.081638,175.82144,150
2294.349824,173.721732,120
2298.781026,175.078562,60
2302.309487,169.20796,420
2306.367613,169.624462,60
2338.225179,168.030284,180
2351.410813,169.189216,105
2355.609303,175.740363,120
2358.053015,174.133563,150
2396.203775,177.596603,150
2415.457998,173.958973,60
2443.805508,174.171412,120
2444.081838,175.163979,60
2453.599699,170.638781,90
2456.580522,176.020756,150
2458.612226,174.425522,150
2462.407093,175.471081,60
2474.314319,175.637194,120
2476.067212,170.029953,40
2477.083467,168.356564,330
2485.150805,172.694503,80
2505.452773,171.387958,240
2525.43211,172.766947,300
2527.673089,173.725754,60
2529.837539,174.715042,210
2553.998415,170.608004,90
2558.600217,176.672925,240
2570.670601,171.261687,60
2575.691201,170.675745,90
2596.396968,175.236517,180
2602.203777,175.908494,360
2606.857454,172.389368,90
2612.022193,168.389411,45
2617.337136,174.09173,90
2629.400057,170.64844,90
2658.043846,171.229226,45
2659.286116,168.092493,810
2679.396934,173.302923,90
2688.623341,170.962,60
2690.014668,170.172469,90
2700.667084,170.904751,10
2709.911463,174.92412,45
2710.364696,175.081324,90
2711.532018,170.500293,210
2717.697436,170.356162,60
2721.120865,169.398927,420
2781.15302,176.040985,150
2784.630441,175.97851,90
2797.662231,176.036925,210
2829.035645,175.093954,75
2847.839102,174.352711,90
2849.757728,174.56917,180
2865.77364,176.086357,10
2906.446714,174.936643,60
2925.594244,169.872539,60
2946.382344,174.963064,150
2966.500096,167.48035,270
2992.429545,170.578812,150
3001.665476,175.961235,90
3027.133188,176.883435,60
3033.862384,171.080694,180
3039.152668,171.49161,180
3044.91772,175.423862,10
3070.054227,174.990159,55
3075.526539,167.368851,240
3084.982809,168.548189,180
3102.162016,173.779795,10
3105.242282,174.989888,90
3105.662733,175.754709,45
3107.470063,168.547065,90
3131.196416,168.452662,540
3177.238835,176.902393,30
3195.585901,178.040014,180
3196.471981,167.975015,300
3200.259742,171.459206,75
3202.751831,174.471998,120
3217.853171,172.345614,180
3219.655421,176.014874,90
3222.047277,174.792314,90
3222.734944,170.644062,210
3284.209167,171.22407,150
3294.148978,173.52485,120
3306.388705,174.124259,225
3322.526724,174.1196,360
3330.867075,168.772812,240
3332.445698,170.089683,60
3348.688945,176.091622,60
3351.968953,170.588759,60
3358.733709,170.777331,30
3406.462739,175.549911,150
3408.967142,-176.555991,120
3419.141567,174.727757,210
3420.027343,174.529499,90
3421.535853,175.998206,75
3425.299664,169.997663,480
3432.070434,173.298376,105
3438.489096,174.193144,150
3455.563327,167.704828,50
3456.269258,168.173979,60
3482.189873,173.977597,40
3493.115493,175.912385,75
3499.480565,168.57986,90
3501.13849,171.173298,420
3509.844119,169.146338,90
3527.871843,171.179872,90
3531.871516,168.662001,330
3539.196513,175.25778,150
3569.134806,175.771202,105
3579.641885,174.979872,90
3580.668925,174.395887,120
3581.129057,172.594735,180
3584.226633,171.558994,160
3597.770111,171.526574,60
3609.945148,169.244173,300
3619.160677,170.553641,120
3619.967098,168.073669,240
3632.311888,172.693359,180
3646.434771,169.473292,60
3647.234821,170.869203,150
3648.522208,168.296875,360
3681.260924,170.694016,120
3714.458289,175.503155,80
3739.400915,170.178247,320
3741.219226,174.465259,150
3752.150139,177.800795,150
3764.403177,174.629215,90
3786.092783,175.44973,90
3808.872839,173.943753,110
3965.725559,176.264474,210
3995.522639,178.30843,120
4005.274464,172.656538,120
4014.430804,176.017711,210
4036.884872,173.71706,150
4044.750326,169.258881,300
4047.873045,176.255891,150
4049.057185,176.082199,120
4056.553751,169.588006,210
4084.883551,174.953692,90
4102.527376,175.351379,1800
4112.017564,173.813677,180
4115.832717,174.069329,10
4133.65996,172.274869,330
4142.722385,174.59732,150
4169.537548,172.821264,300
4178.762301,169.970114,90
4191.582229,176.007524,150
4192.740278,175.388353,150
4194.092809,172.330205,300
4206.429489,169.585198,230
4208.456849,175.192925,120
4212.215412,177.119788,60
4238.058524,176.512328,120
4256.800389,174.083764,330
4257.113084,172.336309,90
4269.919687,174.043296,45
4288.635758,177.796562,120
4295.590365,168.014868,300
4300.234973,170.329615,120
4305.382387,176.212247,30
4307.521735,171.530181,120
4310.939605,168.103373,1080
4330.657313,168.044259,180
4331.692699,175.488703,90
4344.599678,168.628229,10
4373.612159,170.666706,150
4387.660379,168.389648,90
4395.838145,174.317971,480
4399.689845,174.936556,90
4399.801591,175.736485,60
4406.891394,167.536345,90
4459.970105,170.027319,140
4491.041302,173.984447,150
4496.859226,176.382748,75
4499.005844,171.134158,240
4520.67917,174.1075,90
4521.378161,177.354973,240
4525.194931,173.442189,150
4542.668223,168.317107,540
4555.813693,175.540827,150
4557.861652,172.551864,80
4562.345007,174.13607,225
4595.580285,174.285901,150
4608.746253,175.393707,210
4627.250988,170.245221,180
4651.883408,168.637745,210
4670.149993,174.455805,120
4692.15523,169.810247,60
4694.175046,170.406442,210
4713.889658,169.032178,420
4720.027796,175.5139,270
4724.552232,167.684289,120
4748.687539,177.163856,120
4761.84375,176.065289,540
4774.986697,173.699033,5
4821.924975,175.958477,120
4832.004755,173.848472,270
4833.243419,175.152849,180
4847.137714,171.684518,360
4850.994031,175.734058,105
4875.397827,167.983534,180
4877.293726,175.24258,330
4891.665276,176.316866,90
4895.490784,174.682152,480
4897.245761,175.877947,150
4905.811063,170.094296,180
4930.748322,171.645677,210
4937.509983,177.305354,900
4960.77004,177.123776,120
4991.564867,168.321956,100
5020.465194,175.859234,240
5024.440889,175.129978,90
5031.789263,173.608321,150
5057.79235,168.153543,300
5060.519948,169.357478,30
5062.101945,168.676771,120
5073.265649,176.439973,210
5073.265649,175.078703,300
5128.947229,176.074532,30
5157.016486,175.902909,300
5170.154511,174.110002,150
5185.441629,175.133215,180
5202.24658,175.079874,210
5209.607188,172.616308,150
5227.425548,171.227776,105
5244.575845,175.080061,150
5253.591486,176.183022,150
5277.158666,174.415247,120
5309.244224,175.525954,90
5324.4391,168.816888,210
5345.122932,175.215852,180
5354.836152,175.356552,120
5355.20372,172.729844,110
5406.865769,175.289284,360
5442.775039,174.581749,330
5469.349914,174.120517,30
5487.000645,172.622902,180
5487.9848,177.008223,300
5556.543874,168.816888,90
5594.724404,174.083282,540
5603.080693,170.143609,180
5605.521042,172.692661,150
5618.762537,177.14835,120
5626.008929,168.554284,210
5643.699667,177.879772,150
5676.3247,169.355005,420
5697.872517,172.360758,180
5731.120804,172.566012,270
5759.623173,175.431561,45
5785.583899,175.822099,150
5799.115878,169.193467,360
5804.666811,169.257199,210
5812.7438,174.861671,120
5858.550632,175.841568,210
5878.248156,167.520578,180
5896.98807,172.695363,180
5926.838445,175.852296,50
5976.806982,175.651223,270
5998.892634,169.683398,120
6032.525777,170.250498,180
6037.848708,174.118033,150
6067.516674,168.605262,120
6103.025764,175.779968,180
6113.189223,174.44655,105
6119.335294,173.423693,1200
6236.236658,169.818251,120
6282.255202,169.580841,540
6285.486002,175.257033,240
6293.218419,170.149384,150
6300.462291,176.01478,270
6361.725227,169.071752,330
6373.731502,172.704119,270
6381.780252,172.783555,180
6391.746569,168.535544,180
6431.935,176.550367,20
6444.065441,168.126726,180
6461.33931,174.074665,150
6546.7839,170.087253,240
6581.277382,-176.572908,60
6589.686604,176.286056,150
6615.106948,172.6957,180
6626.440976,170.93277,120
6748.889579,174.091784,180
6753.046451,177.291043,120
6755.041061,175.836281,210
6771.845557,176.110799,10
6795.572896,172.741763,270
6840.040329,174.953112,120
6844.789438,168.463712,180
6859.124305,167.588453,210
6927.602538,177.700047,150
6928.415975,174.572534,330
6992.850742,175.078703,210
7011.897881,171.784903,360
7033.466636,169.340352,300
7085.177978,175.13364,150
7091.349772,175.457073,210
7094.916432,174.818434,240
7121.889574,175.366819,60
7163.281,170.423406,165
7182.795558,168.801464,150
7210.901524,171.207343,10
7228.876914,168.686902,300
7240.026853,175.854721,240
7260.622087,174.126152,150
7281.561448,176.300688,150
7310.658091,169.419516,330
7337.96206,168.057576,120
7343.304934,177.160335,360
7347.547056,174.798374,150
7395.488266,175.53166,180
7433.465484,173.692537,480
7458.636545,173.455818,300
7506.947907,175.77963,240
7570.157857,170.158842,480
7607.803483,175.067986,360
7664.465309,173.252223,330
7757.580872,173.774442,210
7792.587138,175.222478,120
7858.156653,176.153181,330
7876.351051,172.705294,210
7882.276376,175.939013,210
7930.135037,172.697672,300
7933.766109,173.505612,340
7943.397617,175.857056,270
7945.422393,174.535163,180
7946.474761,172.872598,300
7977.655449,174.74854,480
8045.104635,175.486059,480
8048.44482,168.427305,480
8068.935535,173.596344,30
8075.612675,175.388984,480
8080.601307,173.555991,390
8198.174005,172.557407,540
8241.54867,170.039213,270
8296.727692,177.408034,210
8305.9267,175.824617,330
8336.147289,171.227683,330
8349.120626,173.321306,150
8363.090536,172.251741,180
8407.944413,169.477881,300
8425.969103,175.80254,240
8529.46922,169.636091,360
8536.291096,174.992606,420
8541.816468,171.378207,900
8559.994843,175.746021,45
8606.679683,168.125902,300
8617.298125,169.343396,300
8626.428334,177.309069,210
8630.909856,172.06973,300
8639.90388,174.747782,240
8729.446131,174.107831,80
8787.832964,168.588517,240
8800.802075,172.831571,300
8815.516167,172.038255,900
8877.984689,168.322133,300
8911.418456,175.782018,480
8915.38282,174.625903,390
9004.641979,167.496581,420
9030.798372,174.796649,360
9080.546386,171.969911,1500
9080.546386,176.038866,2100
9112.758816,170.053052,105
9121.186234,173.391475,210
9187.601994,171.513901,1200
9261.72863,171.881282,150
9343.511162,171.110483,210
9380.188402,169.36685,420
9388.04336,175.715266,210
9472.036487,168.72013,240
9481.501485,171.398521,300
9613.075863,167.683892,150
9720.53566,175.381562,300
9743.614004,175.854252,300
9829.441473,171.438802,150
9922.033971,170.622147,270
9926.516904,175.499526,300
10064.11416,168.421033,150
10076.01077,173.384294,240
10095.85507,175.138351,420
10106.14908,169.127172,210
10256.44346,170.170762,90
10258.28091,175.719197,5
10301.39398,167.965692,480
10378.44922,175.094917,180
10389.30038,177.395565,120
10399.49809,175.446205,780
10403.13337,175.734976,150
10414.32102,176.035718,270
10455.38192,177.388115,150
10550.88909,173.467028,90
10578.06316,169.386173,360
10599.10816,173.20143,10
10601.79703,170.624913,300
10677.84687,176.283287,105
10707.33554,174.726417,840
10723.18039,169.450396,300
10767.32762,168.923108,480
10808.62116,168.94002,120
10853.43685,172.692975,120
10856.86009,175.755142,120
11099.87703,174.838723,270
11140.05051,174.492588,360
11147.90657,168.68132,360
11208.485,174.164199,180
11352.3479,175.872195,210
11355.99745,174.971915,600
11381.3241,176.908391,120
11422.09776,176.028709,540
11422.56164,174.802487,480
11431.99364,175.384587,270
11579.62589,167.459286,600
11587.27367,174.555117,480
11591.71309,174.229404,300
11635.69132,173.703324,120
11708.9933,170.163001,150
11737.91407,178.054285,420
11751.04192,176.697858,240
11762.16636,173.572182,480
11768.40212,174.890259,180
11802.6525,171.79335,1200
12034.49501,174.827006,450
12051.86045,169.70207,420
12092.28809,175.829158,300
12250.87705,175.138814,420
12280.30351,169.31935,270
12327.64082,168.131192,240
12345.70847,175.42479,360
12388.4671,168.435239,540
12591.30799,175.454245,30
12791.54386,175.434675,840
12803.32642,175.526895,780
12865.57732,174.082699,450
12956.8928,167.6524,540
13088.74151,171.545676,1200
13122.5973,172.172861,270
13177.35796,169.458978,900
13195.61637,172.643854,360
13385.00574,175.892831,300
13444.58245,175.078202,300
13629.42119,175.129389,450
13638.73984,173.864391,300
13650.04875,175.857941,300
13722.50858,173.239395,1500
13848.59773,176.403595,330
13865.22966,175.852991,420
13992.94903,169.400273,1200
14098.2837,173.534157,600
14190.83666,176.419451,900
14357.25272,175.814981,150
14470.68136,168.665947,330
14533.15561,167.335743,540
14868.58282,172.337213,330
14964.48335,168.850456,120
15138.02442,167.233984,600
15212.89282,175.62146,210
15289.57149,169.435318,1200
15362.99521,172.70981,330
15365.14878,168.66593,690
15478.15126,168.629884,300
15536.58578,172.258608,300
15595.85971,169.879717,420
15603.60735,167.682723,210
15683.91079,172.781446,150
15759.75604,172.563669,960
15823.86251,167.339704,600
15835.97455,170.064188,180
15846.51441,175.1885,540
15898.97454,175.679367,270
15920.06939,175.865006,120
15933.36448,169.213288,150
15962.11912,173.368882,15
15962.11912,176.246676,240
16096.67815,168.145,360
16301.71772,168.665947,380
16454.82476,173.827518,360
16480.86178,172.660372,360
16519.88997,175.411796,420
16551.33118,176.077568,1800
16597.71381,175.841868,240
17335.07773,177.393539,420
17401.63,169.645069,540
17462.07339,169.253212,1800
17522.26612,167.513648,2100
17562.7012,169.907369,180
17562.7012,172.783555,330
17673.36408,172.832931,510
18031.48081,173.425514,540
18033.94445,172.079779,480
18049.86014,173.985059,360
18119.66698,168.258736,2400
18192.86097,169.259597,360
18213.47197,175.781413,300
18282.31643,167.457821,360
18298.43003,177.461341,375
18463.47308,171.366957,1200
18647.10391,174.053316,500
18841.85081,174.960026,360
19048.16548,173.791274,60
19048.16548,176.008781,360
19079.71901,167.365678,540
19096.69508,175.581001,450
19109.83003,177.136749,360
19457.4311,171.547716,420
19518.41279,170.127813,180
19522.30502,176.39269,420
19733.6682,176.057282,1800
20104.45271,168.724066,210
20367.52221,174.041496,10
20384.36035,169.749292,300
20540.72752,173.611261,420
20543.11825,175.04735,720
20736.32701,169.43331,660
20785.82955,174.052466,1500
21303.13408,172.687843,270
21310.19161,175.449172,720
21512.77157,171.656449,1500
21580.57956,173.738208,1200
21858.26064,169.072869,630
22119.96399,175.933437,270
22265.33349,177.084211,900
22504.97753,175.381654,900
22545.15703,167.581777,270
22622.30352,172.040289,1200
22819.93446,172.682622,1200
22946.86094,173.634932,720
23132.58858,173.597341,45
23572.05438,170.505632,660
23692.26536,171.692142,1500
23834.83814,176.026215,1200
24114.61161,177.278149,1500
24199.29326,176.725907,1500
24559.71717,173.776912,570
24941.00978,175.689982,300
25292.67914,168.871212,510
25306.53165,168.061376,1800
25501.85756,171.443393,1200
25573.05377,174.062191,180
26050.82296,172.139601,1500
26806.8167,175.127825,300
26891.52866,173.121352,2700
26952.75935,167.569586,300
27068.09638,169.812219,540
27235.40859,171.681027,1500
27674.29598,175.293764,1500
28176.66192,172.172575,1200
28489.1932,170.733498,1800
29384.06784,170.870781,1500
29930.0888,169.939487,1800
29961.84823,167.78562,2400
30498.60967,172.78462,1500
31289.93639,177.025401,2100
31680.65758,175.059448,1500
31941.65681,173.297923,1200
32189.20895,171.009128,2100
32332.08177,169.015809,420
32435.53602,168.903288,2100
32787.71623,172.571301,3600
33217.85311,167.375506,1800
34292.53523,168.181496,1800
34534.85086,175.402013,1500
34560.65175,169.856723,1200
34817.02606,171.616555,1500
35089.00364,174.858544,2400
38885.85769,169.824066,660
40119.91518,175.263644,1800
40630.72832,170.464692,1200
41029.96064,171.860764,2100
41613.64225,177.150494,1800
41684.30391,172.784208,1500
42031.77798,176.207756,1800
42616.78164,171.247095,2100
43559.08022,171.136274,2700
44224.98397,176.045401,1800
45151.34487,171.344016,2700
45410.00684,170.478965,1800
45479.92851,175.624558,2100
45555.45858,176.038866,1500
45641.02679,176.025746,1800
45641.02679,167.375506,1800
45975.23511,172.687686,1200
46258.31634,172.934918,1800
46597.11962,171.436891,2100
47147.35256,172.755615,2100
48400.79337,171.058464,240
50184.49056,169.513451,1500
50620.79428,172.678597,2400
53855.50795,176.099043,2400
55576.36053,169.599108,900
56862.51275,174.087409,2700
57544.15386,167.242204,2820
57976.85323,172.36222,300
60211.4503,167.574976,2100
62747.805,167.081145,5400
62923.73138,172.491736,3000
64118.81657,169.056419,2100
64475.79228,168.241175,2400
64698.66557,173.01755,2400
64823.67753,172.542632,2700
65134.84337,174.087409,2400
65134.84337,174.093759,2700
70247.81711,172.30283,300
70946.0483,168.46721,2700
71926.56678,175.62808,300
74534.37081,175.844804,3600
78581.5092,171.272982,1800
84545.6959,172.806165,330
84653.26536,171.999315,2700
85782.09269,167.88232,300
92893.99727,168.064625,2700
119965.7442,167.910611,3600
125082.131,172.439503,4500
