@relation ChallengeABData12Testweka.filters.unsupervised.attribute.RemoveR12

@attribute ﻿Shape_Length numeric
@attribute X numeric
@attribute Y numeric
@attribute completionTime numeric

@data
4300.234973,174.171412,41.074119,120
2078.316122,168.676771,44.834635,120
3580.668925,174.455805,36.847482,120
4238.058524,170.694016,45.766098,120
3202.751831,177.163856,38.73385,120
6753.046451,170.329615,44.206423,120
5354.836152,176.082199,38.186315,120
3995.522639,174.395887,35.473205,120
1737.533055,174.471998,35.511789,120
1823.821482,174.509999,35.820988,120
5618.762537,175.356552,36.477376,120
4208.456849,175.392303,38.992728,120
4960.77004,177.14835,38.791853,120
604.359229,177.123776,38.79588,120
11635.69132,173.703324,35.235466,120
2443.805508,177.796562,38.981836,120
4748.687539,175.740363,39.023058,120
4288.635758,171.530181,43.546471,120
2355.609303,174.415247,35.678533,120
4307.521735,170.175116,46.041602,120
5062.101945,176.512328,38.174108,120
4670.149993,177.291043,38.207934,120
3681.260924,170.178317,43.408538,120
3619.160677,175.192925,38.951588,120
402.240416,170.553641,45.900978,120
2294.349824,173.74911,35.253707,120
5277.158666,173.721732,35.022982,120
2474.314319,175.637194,40.725553,120
6626.440976,170.93277,42.783596,130
15920.06939,175.865006,38.638305,140
10853.43685,172.692975,41.129359,240
4459.970105,170.027319,43.482819,140
2358.053015,174.133563,35.887947,150
2396.203775,178.326936,38.382781,150
2132.356864,170.578812,45.806186,150
3752.150139,177.879772,39.125763,150
2992.429545,177.800795,38.984819,150
6927.602538,177.700047,38.468699,150
5031.789263,173.608321,35.237016,150
5643.699667,177.596603,38.239478,150
4491.041302,173.984447,41.885593,150
2781.15302,176.040985,39.841008,150
10403.13337,175.734976,39.541521,150
9261.72863,171.881282,41.609507,150
4192.740278,175.388353,36.169584,150
5605.521042,172.692661,43.627924,150
15683.91079,174.963064,41.323389,150
10455.38192,172.616308,41.158644,150
2946.382344,177.388115,38.279664,150
3284.209167,171.22407,43.63237,150
5209.607188,174.074665,35.30662,150
6461.33931,172.781446,41.836658,150
6293.218419,170.149384,45.875232,150
4555.813693,175.080061,37.932458,150
5244.575845,174.425522,35.452395,150
2458.612226,175.540827,37.026124,150
7163.281,170.423406,43.0411,165
1402.645063,174.937509,41.353807,120
2038.63973,169.683398,44.412967,120
5998.892634,175.958477,37.781054,120
4821.924975,174.953112,41.341924,120
6840.040329,172.656538,41.106955,120
4005.274464,173.52485,35.538663,120
6236.236658,177.395565,38.149268,120
3294.148978,173.61088,35.557013,120
10389.30038,169.818251,44.540626,120
7337.96206,168.057576,45.040664,120
5812.7438,174.861671,36.806389,120
1530.708022,175.391907,36.231805,120
1410.206518,175.392099,36.240682,120
1041.256098,167.168536,45.470196,120
1721.1847,171.147064,42.801985,7.5
11708.9933,170.163001,43.821644,150
19518.41279,170.127813,44.24949,180
10856.86009,175.755142,37.547662,120
34534.85086,172.784208,41.853425,3600
21512.77157,175.293764,41.531178,3600
41684.30391,175.402013,36.212791,3600
26050.82296,173.239395,41.578603,3600
29384.06784,171.656449,42.931492,3600
24199.29326,171.969911,42.08878,3600
45555.45858,172.139601,42.483895,3600
13722.50858,170.870781,43.044116,3600
30498.60967,176.725907,38.714963,3600
9080.546386,176.038866,39.839548,3600
27674.29598,172.78462,43.71553,3600
4142.722385,175.822099,40.149567,150
5785.583899,176.286056,39.488808,150
6589.686604,174.59732,36.081098,150
15933.36448,169.213288,44.122941,150
3741.219226,174.465259,36.842507,150
4595.580285,174.285901,35.763588,150
34292.53523,168.181496,44.760314,150
6391.746569,168.535544,45.054918,150
5170.154511,174.110002,39.294086,150
4875.397827,167.983534,45.141192,150
3438.489096,171.40168,42.62704,150
4525.194931,173.71706,35.20065,150
4036.884872,174.193144,35.221681,150
1669.669622,173.442189,35.530217,150
9613.075863,167.683892,45.46797,150
13992.94903,169.400273,43.806246,2880
643.27841,177.310239,38.078972,25
2298.781026,175.078562,37.773522,35
704.500823,172.401476,42.379524,20
1162.419368,176.456091,38.248426,20
417.154485,176.352583,43.799643,20
1252.186524,175.90823,40.081266,20
379.806838,175.928506,37.870343,20
1465.692306,176.816969,39.919087,20
1016.771432,172.616985,41.690615,20
851.956243,173.963922,35.218832,20
338.651466,168.102129,44.806976,20
859.172062,174.900665,38.260264,20
372.077664,174.849178,38.260527,20
100.49515,167.928178,44.672785,20
448.418346,170.01791,43.468848,20
414.713412,175.875008,38.934073,20
587.950289,168.66641,44.983279,20
975.848555,171.327566,42.115168,20
516.548047,169.561412,46.51767,20
465.34858,173.084357,34.72311,20
227.28721,170.168012,43.424834,20
89.895016,175.571237,36.989997,20
421.040669,167.950341,44.721436,20
579.074349,175.763331,38.967902,20
259.749932,170.331346,43.160405,20
891.939606,174.283623,35.587617,20
347.853214,170.029211,43.492498,20
1583.815385,175.524361,39.964676,20
3597.770111,171.526574,42.401569,20
6067.516674,168.605262,43.986884,20
11768.40212,174.890259,36.599845,20
5603.080693,170.143609,43.229003,20
11381.3241,176.908391,39.222008,20
2280.081638,175.82144,39.151577,20
6431.935,168.527468,45.073321,20
574.409899,177.721894,38.990582,20
832.271382,175.123615,38.26222,20
957.953172,176.550367,38.044985,20
798.280113,176.519544,38.159507,20
1256.537599,173.532676,35.608515,20
291.435803,173.975779,36.058133,20
1216.877778,170.964872,44.698519,20
1093.34753,175.715037,36.833084,20
471.474277,170.703804,45.781449,20
2082.121385,174.823378,37.825896,20
3581.129057,172.594735,41.802485,102.5
878.072282,175.061885,37.293299,25
10378.44922,175.094917,37.861967,100
55576.36053,169.599108,44.775114,540
4608.746253,175.393707,36.182334,200
15603.60735,167.682723,45.469489,200
6859.124305,167.588453,45.580147,200
64118.81657,169.056419,44.21126,5040
31289.93639,171.436891,42.887466,5040
46597.11962,177.025401,38.752476,5040
41029.96064,171.860764,42.894248,5040
32435.53602,168.903288,44.776573,5040
15212.89282,170.644062,43.77832,210
3222.734944,175.841568,39.165391,210
4056.553751,176.036925,39.814145,210
9388.04336,174.727757,38.945391,210
5858.550632,175.62146,37.814006,210
2797.662231,169.588006,44.274018,210
11352.3479,175.715266,38.709368,210
3419.141567,175.872195,37.735574,210
5073.265649,175.078703,38.009935,210
8626.428334,168.554284,45.036238,210
6992.850742,176.439973,39.300592,210
5626.008929,177.309069,38.170406,210
64698.66557,173.01755,40.865111,210
35089.00364,174.858544,39.340627,210
8425.969103,175.80254,40.324942,210
5804.666811,169.257199,44.178803,210
5202.24658,175.079874,40.875918,210
33217.85311,169.253212,43.823288,4320
46258.31634,175.351379,40.983707,4320
45641.02679,167.375506,46.184771,4320
41613.64225,172.934918,40.912858,4320
17462.07339,176.025746,39.990731,4320
44224.98397,177.150494,38.709237,4320
4102.527376,176.045401,39.754815,4320
19733.6682,176.057282,39.926985,4320
16551.33118,176.077568,39.939897,4320
40119.91518,175.263644,40.974617,4320
25306.53165,168.061376,46.873639,4320
45641.02679,167.375506,46.184771,4320
29930.0888,169.939487,43.623806,4320
28489.1932,170.733498,43.220237,4320
45410.00684,170.478965,43.348805,4320
6103.025764,175.779968,37.464687,180
6444.065441,169.907369,44.611659,180
6032.525777,173.410899,34.829147,180
1799.642283,175.133215,37.663555,180
2252.231112,168.463712,44.727909,180
17562.7012,172.783555,34.453403,180
7945.422393,172.251741,42.32432,180
6615.106948,174.535163,36.066838,180
6844.789438,175.152849,40.859313,180
6381.780252,175.53166,36.619453,180
1873.107038,170.250498,45.844638,180
4833.243419,168.126726,44.818123,180
3195.585901,168.119366,44.816882,180
3632.311888,172.6957,34.429123,180
7395.488266,176.464473,38.177059,180
3217.853171,178.040014,38.640642,180
25573.05377,172.693359,34.479261,180
11208.485,172.345614,42.551437,180
8363.090536,174.062191,41.52288,180
5185.441629,174.164199,39.291894,180
7757.580872,173.774442,41.071428,210
4694.175046,170.406442,45.815645,210
6755.041061,175.836281,37.274618,210
9343.511162,171.110483,42.773123,210
3965.725559,176.264474,39.720375,210
7876.351051,172.705294,41.203382,210
7091.349772,175.457073,40.903385,210
9121.186234,173.391475,41.173324,210
4562.345007,174.13607,35.882505,210
3306.388705,174.124259,35.880497,210
4206.429489,169.585198,44.217976,210
5487.000645,172.622902,40.752098,180
4112.017564,170.064188,44.12643,180
15835.97455,170.245221,43.926994,180
4627.250988,172.695363,41.182245,180
5896.98807,171.080694,43.633089,180
3033.862384,173.813677,35.750773,180
5697.872517,172.360758,43.135939,180
5878.248156,167.520578,45.758812,180
4905.811063,170.094296,43.719062,180
6748.889579,174.091784,39.2789,180
1151.120832,167.170034,45.478922,180
2849.757728,174.56917,35.848761,180
3039.152668,171.49161,43.317707,180
2338.225179,168.030284,44.906264,180
4330.657313,168.044259,44.894573,180
5345.122932,175.215852,41.167121,180
7882.276376,175.939013,37.846606,180
18282.31643,167.457821,45.80335,180
60211.4503,167.574976,45.451472,5040
9080.546386,176.038866,39.839548,5040
47147.35256,172.755615,34.457326,5040
42616.78164,171.247095,42.947594,5040
45479.92851,175.624558,39.145811,5040
17522.26612,167.513648,45.02085,5040
32189.20895,171.009128,43.105688,5040
10106.14908,169.127172,45.083619,210
4930.748322,171.645677,43.508761,210
8296.727692,177.408034,38.278097,210
50620.79428,172.678597,40.92487,210
65134.84337,174.087409,41.196532,210
7094.916432,174.818434,41.146908,210
20104.45271,168.816888,44.437913,210
5324.4391,168.724066,44.494151,210
2711.532018,170.500293,45.801109,210
2249.252265,175.897619,38.910774,40
914.840154,169.262977,44.439785,30
608.574408,167.923959,44.671518,30
14964.48335,168.850456,46.059176,30
710.599218,176.296638,39.93176,30
494.696087,169.652999,44.405622,30
5469.349914,174.930317,41.348952,30
1350.7861,174.120517,35.259699,30
552.552702,168.126725,44.695017,30
1117.042356,175.601863,41.063015,30
2108.03821,175.541361,40.811151,30
993.345742,174.933818,38.457651,30
565.430542,169.485915,46.504055,30
1141.356448,175.531185,37.862099,30
590.252202,170.024125,43.484636,30
739.866102,174.784222,38.922318,30
589.537909,178.100482,38.664463,30
719.681471,173.627554,35.239921,30
487.723217,170.206333,43.248793,30
1106.282421,169.240973,44.994596,30
1424.112756,174.141705,35.453044,30
409.910677,174.911023,41.352884,30
779.299534,170.184529,43.392953,30
740.686476,176.330113,38.182863,30
316.659793,175.51373,36.720936,30
475.368881,175.843557,36.979007,30
285.522422,176.947083,38.012622,30
751.362302,170.563195,43.15245,30
5128.947229,176.074532,38.761418,30
616.800351,177.385703,38.118776,30
1155.619453,176.878546,39.286173,30
1546.008173,169.794086,44.363869,30
12591.30799,175.454245,36.158891,30
169.014441,169.374993,46.607301,30
1377.753308,175.334371,36.524916,30
1219.94637,175.129451,37.682162,30
744.428672,174.273644,41.095483,30
1506.17244,170.899071,43.545961,30
751.294505,171.30187,43.626941,30
1394.428578,176.343681,38.010832,30
1931.956641,172.811789,40.887197,30
665.076063,173.749879,35.048392,30
8068.935535,173.596344,35.794549,30
3358.733709,170.777331,45.400478,30
4305.382387,176.212247,38.765627,30
5060.519948,169.357478,45.246475,30
622.142677,167.63541,45.866411,30
1023.483485,175.077648,40.877868,30
1196.371604,167.517481,45.816047,30
523.218317,176.231094,40.900828,30
368.775096,174.866137,41.259483,30
386.158043,174.071833,35.319954,30
70.688113,175.547135,36.83206,30
804.246344,172.705972,40.76967,30
4692.15523,169.810247,44.870071,30
3177.238835,176.902393,39.858388,30
92893.99727,174.093759,39.272137,6480
56862.51275,168.064625,44.517842,6480
26891.52866,173.121352,41.941561,6480
64823.67753,172.542632,42.278661,6480
65134.84337,174.087409,41.196532,6480
45151.34487,171.344016,42.949539,6480
43559.08022,171.136274,42.984627,6480
2966.500096,167.48035,45.74513,270
9922.033971,175.679367,37.055344,270
4720.027796,175.857056,37.631957,270
7943.397617,176.035718,39.948008,270
5976.806982,175.651223,39.090081,270
15898.97454,170.622147,43.872603,270
10414.32102,175.5139,39.215136,270
5731.120804,169.31935,44.176629,270
12280.30351,172.566012,41.09025,270
6795.572896,172.741763,41.18144,270
71926.56678,172.30283,40.886449,7200
70247.81711,175.62808,39.290129,7200
57976.85323,172.36222,41.405752,7200
85782.09269,167.88232,46.957926,7200
10723.18039,168.686902,44.818458,300
7228.876914,169.477881,44.912381,300
8407.944413,169.450396,44.90708,300
8606.679683,168.125902,44.661294,300
8877.984689,168.322133,44.950084,300
5073.265649,175.078703,38.009935,300
8617.298125,169.343396,44.632884,300
84545.6959,172.806165,41.916447,7920
64475.79228,168.258736,44.880563,5760
29961.84823,168.241175,45.023962,5760
53855.50795,167.78562,44.813536,5760
18119.66698,176.099043,39.700159,5760
5020.465194,175.859234,37.517284,240
15962.11912,176.246676,37.800157,240
4499.005844,175.854721,37.503661,240
2505.452773,176.672925,38.681779,240
7506.947907,175.77963,37.463674,240
7240.026853,168.72013,45.062914,240
10076.01077,171.134158,42.842884,240
3330.867075,168.772812,45.137258,240
11751.04192,171.387958,42.265246,240
2558.600217,168.131192,44.804848,240
12327.64082,174.747782,39.521372,240
9472.036487,173.384294,35.565968,240
8639.90388,176.697858,38.697279,240
48400.79337,171.058464,43.53639,240
8241.54867,170.039213,45.918746,270
6373.731502,172.704119,34.508234,270
11099.87703,174.838723,38.868387,270
21303.13408,172.687843,34.489888,270
22119.96399,175.933437,38.685913,270
4832.004755,173.848472,42.199905,270
11431.99364,175.384587,39.375137,270
6546.7839,170.087253,43.719166,240
16597.71381,168.588517,43.999231,240
8787.832964,175.841868,37.506957,240
3075.526539,167.368851,45.984107,240
6285.486002,175.257033,41.065776,240
4521.378161,177.354973,37.987406,240
9926.516904,175.499526,39.3315,240
70946.0483,171.999315,42.700458,6480
84653.26536,168.46721,44.693572,6480
6300.462291,176.01478,39.042418,270
13122.5973,172.172861,43.07628,270
22545.15703,167.581777,45.591376,270
4295.590365,168.014868,44.756756,300
5157.016486,175.902909,40.167147,300
26952.75935,167.569586,45.602938,300
8630.909856,172.06973,43.253408,300
15536.58578,172.258608,43.183109,300
14868.58282,172.337213,43.17518,300
8336.147289,171.227683,43.896187,300
5926.838445,175.852296,37.606744,45
3332.445698,170.089683,45.57107,50
1368.376805,172.347892,43.793289,40
1807.070041,174.090957,35.168355,40
2028.361376,174.863902,41.257577,40
1005.548485,169.349459,46.5716,40
1067.392715,170.029953,43.489913,40
2476.067212,173.502319,34.989664,40
1520.582841,173.648482,35.720947,40
3646.434771,169.473292,46.564246,40
7011.897881,171.784903,41.733391,40
7792.587138,175.222478,40.882574,40
1183.018317,176.857532,39.431491,40
2244.825728,175.154322,37.609306,40
1042.931191,174.613087,36.361774,40
1345.922763,174.47424,36.84126,40
1532.179283,167.536451,45.775989,40
1735.127961,167.387268,45.991931,40
484.783467,175.431075,36.69919,40
3482.189873,173.977597,35.131336,45
1986.44383,176.703164,38.639828,45
955.570483,170.668048,45.639454,45
1283.266501,168.082844,44.893674,45
512.828967,167.823678,45.200974,45
207.061535,170.61639,45.73544,45
650.364047,170.187392,46.054188,45
2174.668886,173.773222,41.049752,45
1693.526664,174.043296,39.103996,45
1030.501749,175.077463,38.265829,45
4269.919687,172.678059,34.445827,45
2123.484631,173.738291,35.21557,45
892.519195,171.348145,42.553648,45
1100.646989,167.492798,45.543042,45
23132.58858,173.597341,42.297216,45
5759.623173,175.431561,36.208121,45
2709.911463,168.389411,44.775691,45
592.948933,173.733009,35.013562,45
2612.022193,172.880417,40.944221,45
1131.947017,176.298653,37.949059,45
1190.301175,174.92412,41.349889,45
1816.320526,176.829948,39.548584,45
462.922717,175.792578,38.816131,45
2658.043846,171.229226,43.896482,45
3105.662733,175.754709,38.908394,45
8559.994843,175.746021,37.418859,45
385.910448,167.381015,45.747309,45
1408.041126,174.803131,36.270877,45
1100.994072,169.211242,44.673502,45
1777.598835,171.239238,44.087045,7.5
7310.658091,169.419516,44.036206,340
3531.871516,168.662001,44.913323,330
8305.9267,175.824617,41.346597,330
74534.37081,175.844804,37.648575,8640
19048.16548,169.193467,44.495988,360
5799.115878,176.008781,40.05338,360
7343.304934,177.160335,38.783183,360
5406.865769,175.289284,40.843958,360
4877.293726,175.24258,40.896882,360
62923.73138,172.491736,42.391936,7200
13650.04875,175.381562,36.20442,300
7033.466636,172.766947,42.426674,300
9720.53566,169.340352,44.945739,300
9743.614004,175.857941,37.537496,300
2525.43211,175.854252,37.613448,300
12092.28809,175.829158,37.601234,300
3196.471981,167.975015,44.66526,300
11591.71309,174.229404,35.216975,300
13638.73984,173.864391,41.349568,300
3739.400915,170.178247,43.432164,320
15362.99521,172.70981,42.298949,330
5442.775039,174.581749,38.884758,330
17562.7012,172.783555,34.453403,330
14470.68136,168.665947,44.464451,330
4133.65996,172.274869,42.396629,330
7858.156653,176.153181,37.971362,330
7933.766109,173.505612,41.474801,330
10601.79703,172.330205,43.160646,300
4194.092809,168.153543,44.744398,300
18213.47197,170.624913,43.653471,300
9481.501485,175.781413,37.261166,300
5057.79235,171.398521,43.632116,300
7930.135037,172.697672,40.839063,300
8800.802075,177.008223,39.639904,300
5487.9848,173.455818,35.523382,300
7458.636545,172.821264,41.827155,300
4169.537548,172.872598,41.818772,300
7946.474761,172.831571,41.844048,300
3609.945148,169.244173,44.235035,300
253.340026,170.699755,45.874304,5
524.689008,173.399456,34.827235,5
151.515708,174.86266,38.255394,5
139.071821,174.39006,36.06467,5
200.304806,176.215495,38.401156,5
10258.28091,175.719197,37.104372,5
4774.986697,173.699033,42.428536,5
253.663449,173.371187,35.53639,5
851.956243,173.963922,35.218832,5
125.59567,173.527402,35.600637,5
169.623794,177.518096,38.830248,5
