@relation Challange-AB-Train2-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute Shape__Length numeric
@attribute X numeric
@attribute Y numeric
@attribute completionTime {2_-_3_hr,30_min,3_-_5_days,1_hr,6_hr_one_way,15-30_min_one_way,6_-_8_hr,8_hr,1_hr_30_min_return,5_min,20_min,4_hr,3-5_days,2_hr,2-3_days,3_hr_circuit,2_-_4_days,20_to_45_min,10_min_|_2_hr,3_hr_30_min,4_-_5_days,At_your_leisure,2_h_40_min,2_hr_|_4_-_5_hr_one_way,5_-_6_hr_,2_days,3_hr_one_way,2.5_hr,1_hr_30_min,2-3_hr,'3-4_hr_to_Ben_Lomond_Saddle,_6-8_hr_to_Ben_Lomond_',1_hr_30_min_one_way_from_Turere_Bridge,30_min_return,4_-_5_hr,1_hr_one_way,30_min_to_1_hr,1_hr_return,2-3_hr_one_way,3_-4_hr,3_hr,5_hr_one_way,1-2_hr,20_min_one_way,40_min_return,9_hr_one_way,6-_8_hr,2.5_-_3.5_hr_to_tops,6_-_8_hr_return,5_min_-_10_hr,20_min_-_1_hr,1_hr_,20-25__min,6_hr,4_-_6_hr,1.5_hr_one_way,8_-_9_hr_return,'6_hr_going_south,_7_hr_going_north',10_-_20_min,2_hr_one_way,45_mins,3_hr_30_min_one_way,1_hr_20_min,4_-_5_hr_one_way,3_-_4_hr,1_hr_-_1_hr_40,3_hr_50_min_one_way,1_hr_15_min_one_way,5_hr_return,10_min,1_-_2_days_to_cross_saddle,2_-_3_days,30_min_one_way,One_long_or_two_shorter_days,1_hr_30_min_one_way,2_hr_30_min_-_3_hr_one_way,Various_times_up_to_3_hr,2_hr_30_min_one_way,15_min,2_hr_30_min,7_hr_one_way,7_hr_return,1-2_days,30_m_-_2_hr,10_min_and_1_hr,2–3_hr_return,1_hr_20_min_one_way_|_3_hr_30_min_-_4_hr_return,5_min_one_way_|_10_min_one_way,1_hr_30_min_-_2_hr,1_hr_30_min_return_or_3-4_hr_full_circuit,40_min_-_6_hr,45_min_one_way,Various_times_under_3_hr,40_min_one_way,5-7_days,8-_10_days,30_min_or_2_-_3_hr,8_-_12_hr_return,1_-_2_days,2_hr_one_way_to_river_forks,3–4_hr,2_-_3_days_,4_-_5_hours_to_tops,45_min_one_way_|_1_hr_one_way,'4_hr_to_bush_edge,_6_-_8_hr_to_rock_bivvy',5–6_hr_return,Various_times_under_5_hr,15_min_-_1_hr,5_–_6_hr_return,30_min_-_1hr,Various_times_under_4_hr,5_hr,5-6hr,5_hr_30_min,6_hr_-_7_hr_30_min_one_way,3_hr_30_min_-_4_hr_return,3-4_days_one_way,4-6_hr,1_-_3_hr,3_-_4_days,Various:_5_min_-_3_hr_30_min_return,2_-_4_hr,1_-_2_hr,45_min_to_1_hr_one_way,8_hr_|_11_hr_one_way,4_hr_30_min,4_-_6_hr_return,3_or_6_hr_to_hut,4_days,45_min,7_hr_30_min,2_-_3_hr_return,30_min_|_4_-_5_hr,2_hr_45_min,4-5_days,40_min,4_-_6_days,2_hr_return_,3_hrs_30_min,1_hr_30_min_|_2_hr_30_min,3_-_4_hr_one_way,3_days,'Powell_Hut:_5_–_6_hr,_Mount_Holdsworth:_7_–_8_hr',5_-_6_hr_return,3_hr_return,7_-_11_hr_30_min_hr_one_way,3_hr_45_min_one_way,10_min_|_1_hr_30_min,3_days_/_3_nights,3_hr_to_bush_edge,Up_to_9_hr_one_way,5_-_7_hr,20_min_-_2_hr,30_min_one_way_|_2_hr_one_way,3_-_3_hr_30_min_one_way,5_min_-_3_hr,20_min_|_30_min,1_hr_30_min_to_the_trig,45_min_|_4_hr_one_way,8-9_hr_or_shorter_walks_from_20_min_to_2_hr,1_hr_15_min,15-30_min_return,3_hr_30_min_-_4_hr,6_hr_return,2_hr_30_min_return,6-8_hr,20_and_45_mins_one_way,25_min_to_3_hr,45_min_or_4_hr_return,2_days_+,2_-_3_hr_30_min_one_way,55_min_one_way,40_min_|_2_hr,2_hr_|_3_hr,8_-_10_hr_return,20_min_one_way_|_40_min_one_way,2_hr_30_min_-_3_hr_30_min,3-4_days,1-3_hr_return,8-10_hr_return,2.5_hr_one_way,3_-_3_hr_30_min_return,30_m,1_hr_-_1_hr_30_min,8_-_10_hr,1hr_30_min_-_2_hr,1_hr_to_hut_|_2_hr_30_min_loop_from_hut,Various_times:_3_-_8_hr_return,7–8_hr_,Various_times,4_hr_return,9_hr,10_-_12_hr,10_min_|_45_min_|_1_hr_|_3_hr_one_way,2_min_-_15_min,6-7_hr_over_1-2_days,'20_min_return_to_falls,_3_hr_return_to_lake',Various:_40_min_-_3_hr_one_way,Various:_10_min_-_2_hr_one_way,7-10_hr,25_m_-_3_hr,7_hr,1_hr_40_min,Various:_1_hr_30_min_-_3_hr,20_min_/_2_or_5_hr,3.5_hr,6_-_9_days_one_way,3_-_15_hr_return,4–7_hr_return,5_hr_30_min__-_6_hr_30_min_one_way,4_-_5_hr_return,3-4_hr,10_min_-_30_min,8_hr_,2_-_3_hr_one_way,1.5_hr,5-7_hr_one_way,2_hr_-_2_hr_30_min,15-30_min,3_-_5_hr_one_way,'6_-_7_hrs_going_south,_7-_8_hrs_going_north',9-10_hr,3-4_hr_one_way,8_hr_return,5_hr_30_min_return,Various_times_around_6_hr,1_hr_45_min,20_-_30_min_loop,5_min_one_way,55_min,1_hr_30_min_to_Maunganui_Bluff_|_5_hr_to_Waikara_B,10_m,2+_days,30_min/1_hr,10_min_-_2_hr,1.5_-_2_hr_return,'7-9_hr_to_lake,_9-11_hr_to_bivvy_rock',1_hr_50_min,1_-_2_hr_return,Various:_1_-_1_hr_30_min,3_hr_30_min_-_4_hr_30_min_one_way,1_hr_45_min_to_the_summit_one_way,7_hr_30_min_-_9_hr,6_hr_30_min,5_hr_return_to_bush_edge,Half_day,_Up_5-6_hr;_down_3-4_hr,5–6_hr_one_way,45_min_return,2-4_hr,5_hr_40_min_to_hut,45_min_-_3_days,12_hr,2_-_3_hr_one_way_|_3_-_4_hr_30_min_one_way,10_hr,2_-_3_hrs,'Northern_access:_9_hr,_Southern_access_7_hr',4–6_hr_return,1_hr_30_min_one_way_to_summit_or_3_hr_30_min_one_w,4–7_hr,4_hr_one_way,20_min_-_1_hr_30_min,Various_times_over_4_hr_return,5_-_7_hr_30_min,4-5_hr_one_way,6_-_8_hours_to_hut,Various_times_under_1_hr,9_-_11_days,5_-_7_days,Various_times_under_40_min,9.5_hr,4_or_5_hr_return,4_hr_30_min_walk,10_mins,20_min_-_3_hr_30_min,6_hr_|_2hr,10_min_one_way,30_min_or_1_hr,15_min_,30_-_50_min,40_min_–_2_hr_depending_on_route,2_hr_30_min_for_complete_island_circuit,Various_times_under_2_hr,15_min_one_way,4_hours_return,6_-_7_hr,10_min_return,10_min_|_20_min,40_min_-_1_hr,1_–_2_hr_return,4_hr_30_min_one_way,11-12_hr,3_-_3.5_hr_return,4-5_hr_return_to_hut,4-6_hr_return,Various_from_5_min_-_4_hr,Various:_30_min_-_7_hr_,2_–_4_hr_return_depending_on_route,4_-_6_hr_one_way,Various:_30_min_-_4_hr_one_way,4_hr_|_9_hr_|_7_hr_one_way,7_hr_30_min_-_9_hr_30_min,45_min_or_1_hr_20_min,1hr_50_min,30_min_|_2_hr_one_way,10_min_-_1_hr,3_days_,Under_1_hr_return,2_hr_return,3-5_hr_return,3_hr_walk_from_Kaitoke,20_min_,5_hr_20_min,'6_hr_to_hut,_then_4_-_5_hrs_to_bushline',5_hr_30_min_-_6_hr,2-4_days,5-6_hr,1_hr_|_1_hr_30_min_one_way,4–6_hr,2.5_km_return,2_hr_30_min_-_3_hr,'2_hr_return_to_the_bushline,_5_hr_return_to_Sawyer',5-7_hr_return,1_-_1.5_hr,10-11_hrs,'7_hr_to_Port_Craig,_4_days_to_Big_River',4_-_6_days_round_trip_from_Freshwater_landing,5_days,45_min_-_1_hr_return,8-11_hr_(Routeburn_carpark_-_Lake_Sylvan),40_-_60_m,5_-_10_min,1_hr_5_min_one_way,Various:_30_min_-_2_hr,45_-_60_min_one_way,2_or_3_hr_one_way,15_-_30_min,Various_from_2_-_7_hr,2_hr_,3_–_4_hr_to_Huia_Street,3_hr_45_min_to_junction_one_way_from_car_park,1–2_days,2_hr_20_min,20_min_-_3_hr,6_-_8_hr_one_way,7-8_hr_(allow_full_day),2_-_3_hours,4_-_7_days,30_min_one_way_|2_hr_return,40_-_50_min_return,4_hr_30_min_-_5_hr,Various:_15_min_-_8_hr,2_or_4_hr_one_way,6_-_6_hr_30_min,3_days_+,1_hr_30__min-_2_hr,50_min,14_hr,10_hr_one_way,1_hr_20_min_return,2_or_5_hr,10_min_|_20_min_one_way,4_hours_one_way,15_min_return,'8_hr_(return),_3-4_hrs_one_way',5_-_7_hr_one_way,10_m_-_2_hr,7_hrs_(south_to_north),4_-_6_days_one_way,12_hr_one_way,5_or_6_hr_return,Various:_2_hr_30_min_-_6_hr,4_hr_30_min_|_8_hr,40_min_/_1_hr,7_hrs_to_Wainuiomata,2_hr_30,25_min,Various:_1_-_6_hr_one_way,2_-_3_hr_|_2_hr_one_way,3-4_days_to_Whitcombe_Pass,30_min_/_40_min,up_to_8_hr,10_min_-_9_hr,20_min_return,7_-_10_hr,5_-_6_hr,10_min_|_3_hr_one_way,1_hr_return_|_2_hr_return,2_hr_30_min_or_8_hr_30_min_return,3_hr_30_min_-_4_hr_30_min,2_hr_30_min_-_3_hr_30_min_one_way}

@data
1415.750173,170.037543,-43.489835,1_hr_return
2575.691201,170.170762,-43.43359,1_hr_30_min
594.717484,173.835274,-40.926076,10_min
16301.71772,168.665947,-44.464451,6_hr_-_7_hr_30_min_one_way
2220.600758,169.68005,-45.878539,?
7091.349772,175.457073,-40.903385,3_hr_30_min_-_4_hr_return
17522.26612,167.513648,-45.02085,3-4_days_one_way
4295.590365,168.014868,-44.756756,4-6_hr
5736.981769,172.967653,-40.806865,?
10808.62116,168.94002,-45.016815,1_-_3_hr
64118.81657,169.056419,-44.21126,3_-_4_days
5191.311411,169.853943,-43.398089,Various:_5_min_-_3_hr_30_min_return
3084.982809,168.331068,-44.824082,2_-_4_hr
4387.660379,168.389648,-44.843248,1_-_2_hr
4895.490784,168.923108,-45.066618,8_hr
2462.407093,172.250399,-43.198676,1_hr
1408.041126,174.803131,-36.270877,45_min_to_1_hr_one_way
23572.05438,170.505632,-43.621973,8_hr_|_11_hr_one_way
3580.668925,174.455805,-36.847482,2_hr
631.219432,175.10037,-39.913177,15_min
8241.54867,170.039213,-45.918746,4_hr_30_min
2132.356864,170.578812,-45.806186,2_hr_30_min
8617.298125,169.343396,-44.632884,4_-_6_hr_return
35591.37812,169.355053,-44.682322,?
1004.34956,177.959861,-38.596339,15_min_-_1_hr
18282.31643,167.457821,-45.80335,3_or_6_hr_to_hut
64475.79228,168.258736,-44.880563,4_days
1409.032307,172.525663,-43.147213,1_hr_return
3107.470063,170.959645,-44.666907,1_hr_30_min_return
1986.44383,176.703164,-38.639828,45_min
1219.94637,175.129451,-37.682162,30_min_one_way
1799.642283,175.133215,-37.663555,3_hr
13629.42119,175.129389,-37.643284,7_hr_30_min
1691.394418,167.146088,-45.469043,2_-_3_hr_return
22265.33349,175.381654,-37.382692,1-2_days
12591.30799,175.454245,-36.158891,30_min_|_4_-_5_hr
7163.281,170.423406,-43.0411,2_hr_45_min
31289.93639,171.436891,-42.887466,3_-_4_days
70946.0483,171.999315,-42.700458,4-5_days
1368.376805,172.347892,-43.793289,40_min
2612.022193,172.880417,-40.944221,45_min_one_way
5487.9848,173.455818,-35.523382,5_hr_return
1401.474524,170.675745,-45.603043,1_hr_30_min
71926.56678,172.30283,-40.886449,4_-_6_days
1041.256098,167.168536,-45.470196,2_hr_return_
7882.276376,175.939013,-37.846606,3_hrs_30_min
3408.967142,-176.555991,-43.852168,1_hr_30_min_|_2_hr_30_min
4238.058524,170.694016,-45.766098,2_hr
2038.63973,169.683398,-44.412967,2_hr_one_way
5073.265649,175.078703,-38.009935,3_-_4_hr_one_way
3001.665476,176.497785,-38.03409,1_hr_30_min
33217.85311,169.253212,-43.823288,3_days
609.422979,171.018026,-42.955987,15_min
46258.31634,175.351379,-40.983707,3_days
10399.49809,175.446205,-40.90177,'Powell_Hut:_5_–_6_hr,_Mount_Holdsworth:_7_–_8_hr'
56862.51275,168.064625,-44.517842,4_-_5_days
8606.679683,168.125902,-44.661294,4_-_6_hr
7033.466636,172.766947,-42.426674,5_hr
8305.9267,175.824617,-41.346597,5_-_6_hr_return
1093.080581,173.958973,-35.220341,1_hr
2102.553963,170.962,-44.626514,1_hr_one_way
4905.811063,170.094296,-43.719062,3_hr_return
42715.35008,172.237933,-42.636442,?
38885.85769,169.824066,-43.964402,7_-_11_hr_30_min_hr_one_way
4562.345007,174.13607,-35.882505,3_hr_45_min_one_way
2865.77364,176.086357,-38.658928,10_min_|_1_hr_30_min
552.552702,168.126725,-44.695017,30_min
45641.02679,167.375506,-46.184771,3_days
45641.02679,167.375506,-46.184771,3_days_/_3_nights
955.570483,170.668048,-45.639454,45_min
47304.20925,172.159941,-42.6913,?
2338.225179,168.030284,-44.906264,3_hr_to_bush_edge
27068.09638,169.812219,-44.029851,Up_to_9_hr_one_way
41613.64225,172.934918,-40.912858,3_days
2252.231112,168.463712,-44.727909,3_hr
7943.397617,176.035718,-39.948008,4_-_5_hr
19048.16548,169.193467,-44.495988,5_-_7_hr
1162.419368,176.456091,-38.248426,20_min
417.154485,-176.352583,-43.799643,20_min
1479.670194,169.704421,-46.503775,1_hr
7240.026853,168.72013,-45.062914,4_hr
6067.516674,168.605262,-43.986884,20_min_-_2_hr
37895.88129,172.300907,-42.739319,?
1131.947017,176.298653,-37.949059,45_min_one_way
1117.042356,175.601863,-41.063015,30_min
1252.186524,175.90823,-40.081266,20_min
8068.935535,173.596344,-35.794549,30_min_one_way_|_2_hr_one_way
4608.746253,175.393707,-36.182334,3_-_3_hr_30_min_one_way
599.219641,172.600785,-40.553064,10_min
4774.986697,173.699033,-42.428536,5_min_-_3_hr
379.806838,175.928506,-37.870343,20_min
2280.081638,175.82144,-39.151577,20_min_|_30_min
5309.244224,175.525954,-36.735994,1_hr_30_min_to_the_trig
1465.692306,176.816969,-39.919087,20_min
7073.552007,173.959855,-39.154241,Various_times_under_5_hr
5759.623173,175.431561,-36.208121,45_min_|_4_hr_one_way
8198.174005,172.557407,-40.640089,8-9_hr_or_shorter_walks_from_20_min_to_2_hr
3714.458289,172.694503,-43.716335,1_hr_20_min
4496.859226,176.382748,-37.753143,1_hr_15_min
3539.196513,175.25778,-38.070711,2_-_3_hr_return
445.51052,174.121709,-39.306651,15-30_min_return
9343.511162,171.110483,-42.773123,3_hr_30_min_-_4_hr
7607.803483,175.067986,-37.938631,6_hr_return
4555.813693,175.080061,-37.932458,2_hr_30_min_return
9720.53566,169.340352,-44.945739,5_hr
10095.85507,175.138351,-40.917285,6-8_hr
9903.076215,174.931658,-40.851143,Various_times_under_3_hr
17562.7012,172.783555,-34.453403,3_hr
2298.781026,175.078562,-37.773522,20_and_45_mins_one_way
10378.44922,175.094917,-37.861967,25_min_to_3_hr
8559.994843,175.746021,-37.418859,45_min_or_4_hr_return
1331.310221,175.724228,-37.427025,1_hr
34560.65175,169.856723,-43.656887,2_days_+
524.689008,173.399456,-34.827235,5_min
7347.547056,174.798374,-37.868981,2_-_3_hr_30_min_one_way
9220.037777,176.142082,-39.935538,?
13444.58245,175.689982,-37.056499,1_-_2_days
1499.878123,175.488703,-36.758047,1_hr_30_min_return
265.195776,174.205583,-36.101686,15_min
320.913806,174.128407,-35.893382,55_min_one_way
2244.825728,175.154322,-37.609306,40_min_|_2_hr
59.100195,173.628242,-35.234824,10_min
15920.06939,175.865006,-38.638305,2_hr_|_3_hr
1016.771432,172.616985,-41.690615,20_min
8347.077785,176.400117,-39.282512,?
6503.694659,176.415927,-39.307641,?
3131.196416,168.452662,-44.62401,8_-_10_hr_return
1216.877778,170.964872,-44.698519,20_min_one_way_|_40_min_one_way
2781.15302,176.040985,-39.841008,2_hr_30_min_-_3_hr_30_min
60211.4503,167.574976,-45.451472,3-4_days
4724.552232,167.684289,-45.420796,1-3_hr_return
12956.8928,167.6524,-45.407401,8-10_hr_return
9613.075863,167.683892,-45.46797,2.5_hr_one_way
15603.60735,167.682723,-45.469489,3_-_3_hr_30_min_return
4178.762301,173.952251,-35.216866,1_hr_30_min
5976.806982,175.651223,-39.090081,4_-_5_hr
914.840154,169.262977,-44.439785,30_m
3421.535853,175.998206,-39.020721,1_hr_-_1_hr_30_min
2108.03821,175.541361,-40.811151,30_min
24199.29326,171.969911,-42.08878,2-3_days
17462.07339,176.025746,-39.990731,3_days
11422.09776,176.028709,-39.995559,8_-_10_hr
4557.861652,172.551864,-40.634096,1_hr_20_min
1023.483485,175.077648,-40.877868,30_min_return
851.956243,173.963922,-35.218832,20_min
13635.61132,175.928738,-40.1738,?
24560.20694,176.39214,-39.340676,?
1195.007303,168.816888,-45.059869,1_hr_30_min
9112.758816,170.053052,-44.551721,1hr_30_min_-_2_hr
8349.120626,173.321306,-41.567918,1_hr_to_hut_|_2_hr_30_min_loop_from_hut
45555.45858,172.139601,-42.483895,2-3_days
12052.9546,171.049008,-43.597992,Various_times:_3_-_8_hr_return
7945.422393,172.251741,-42.32432,3_hr
8626.428334,168.554284,-45.036238,3_-_4_hr_one_way
2847.839102,168.547065,-45.055855,1_hr_30_min_return
12865.57732,174.082699,-39.327664,7–8_hr_
50820.66208,171.252905,-43.491586,Various_times
5896.98807,171.080694,-43.633089,3_hr_one_way
1283.266501,168.082844,-44.893674,45_min
3075.526539,167.368851,-45.984107,4_hr_return
15846.51441,167.335743,-46.026506,9_hr
1735.127961,167.387268,-45.991931,40_min_return
20736.32701,169.43331,-44.341489,10_-_12_hr
7182.795558,168.801464,-44.979611,2_-_3_hr
7210.901524,171.207343,-43.481082,10_min_|_45_min_|_1_hr_|_3_hr_one_way
1520.406158,177.13439,-38.801546,1_hr
1721.1847,171.147064,-42.801985,2_min_-_15_min
10076.01077,171.134158,-42.842884,4_hr
4847.137714,171.684518,-42.784279,6-7_hr_over_1-2_days
338.651466,168.102129,-44.806976,20_min
2659.286116,168.092493,-44.799972,'20_min_return_to_falls,_3_hr_return_to_lake'
3579.641885,169.970114,-43.446986,1_hr_30_min
512.828967,167.823678,-45.200974,45_min
1196.371604,167.517481,-45.816047,30_min_return
3348.688945,173.196224,-35.032715,1_hr
47730.30044,169.864259,-44.287504,Various_times
208.282912,173.380355,-34.967306,10_min
10900.69167,176.422564,-38.119873,Various:_40_min_-_3_hr_one_way
10455.38192,172.616308,-41.158644,2_hr_30_min_one_way
4490.586857,170.112076,-44.14603,Various:_10_min_-_2_hr_one_way
8877.984689,168.322133,-44.950084,4_-_6_hr
17673.36408,172.832931,-41.842122,7-10_hr
3581.129057,172.594735,-41.802485,25_m_-_3_hr
9380.188402,169.36685,-45.295806,7_hr
4991.564867,168.321956,-44.715347,1_hr_40_min
12069.2054,170.471237,-43.991443,Various:_1_hr_30_min_-_3_hr
11381.3241,176.908391,-39.222008,20_min_/_2_or_5_hr
3202.751831,177.163856,-38.73385,2_hr
46597.11962,177.025401,-38.752476,3_-_4_days
8541.816468,177.084211,-38.792168,1-2_days
1779.514697,170.172469,-43.407653,1_hr_30_min
6615.106948,174.535163,-36.066838,3_hr
5330.237851,176.446566,-39.354096,?
26891.52866,173.121352,-41.941561,4_-_5_days
9030.798372,174.796649,-38.414508,6_hr_return
2711.532018,170.500293,-45.801109,3.5_hr
125082.131,172.439503,-41.316558,6_-_9_days_one_way
64823.67753,172.542632,-42.278661,4_-_5_days
2606.857454,172.389368,-42.379685,1.5_hr_one_way
5998.892634,175.958477,-37.781054,2_hr_one_way
523.218317,176.231094,-40.900828,30_min_return
9743.614004,175.857941,-37.537496,5_hr
55576.36053,169.599108,-44.775114,3_-_15_hr_return
2946.382344,177.388115,-38.279664,2_hr_30_min_one_way
8336.147289,171.227683,-43.896187,4–7_hr_return
14470.68136,168.665947,-44.464451,5_hr_30_min__-_6_hr_30_min_one_way
6795.572896,172.741763,-41.18144,4_-_5_hr_return
225.475259,171.192469,-42.647555,10_min
742.12362,170.64844,-45.755952,1_hr_30_min
10106.14908,169.127172,-45.083619,3-4_hr
1800.777645,173.564366,-35.656772,1_hr
6992.850742,176.439973,-39.300592,3_-_4_hr_one_way
3330.867075,168.772812,-45.137258,4_hr
18213.47197,170.624913,-43.653471,5_hr_one_way
5157.016486,175.902909,-40.167147,4-6_hr
3752.150139,177.879772,-39.125763,2_hr_30_min
2700.667084,170.904751,-42.791258,10_min_-_30_min
2717.697436,173.850628,-34.994486,1_hr_one_way
11422.56164,174.802487,-38.470915,8_hr_
7281.561448,174.126152,-35.882995,2_-_3_hr_one_way
1653.258903,173.412972,-34.821654,1.5_hr
23591.26398,176.426637,-39.227227,?
3819.053757,174.697417,-41.223885,?
10578.06316,169.386173,-44.137355,5-7_hr_one_way
6748.889579,174.091784,-39.2789,3_hr_return
6626.440976,170.93277,-42.783596,2_hr_-_2_hr_30_min
879.934023,175.816657,-40.339706,15-30_min
8425.969103,175.80254,-40.324942,3_-_5_hr_one_way
12791.54386,175.434675,-40.624988,'6_-_7_hrs_going_south,_7-_8_hrs_going_north'
4525.194931,173.71706,-35.20065,2.5_hr
1207.195197,175.148006,-37.967949,1_hr_
2992.429545,177.800795,-38.984819,2_hr_30_min
18031.48081,173.425514,-35.209319,9-10_hr
8296.727692,177.408034,-38.278097,3-4_hr_one_way
574.409899,177.721894,-38.990582,20_min_one_way
6844.789438,175.152849,-40.859313,3_hr
993.345742,174.933818,-38.457651,30_min
859.172062,174.900665,-38.260264,20_min
5626.008929,177.309069,-38.170406,3_-_4_hr_one_way
50184.49056,175.059448,-39.207301,2_-_3_days
7433.465484,174.74854,-38.430299,8_hr_return
1660.45584,175.779966,-39.809901,1_hr
6589.686604,174.59732,-36.081098,2-3_hr
285.833325,173.799782,-35.19879,15_min
7260.622087,176.255891,-39.669321,2_-_3_hr_one_way
7858.156653,176.153181,-37.971362,5_hr_30_min_return
7410.269228,169.852902,-44.658424,Various_times_around_6_hr
3569.134806,173.298376,-42.897841,1_hr_45_min
44224.98397,177.150494,-38.709237,3_days
2415.457998,175.243478,-38.534205,1_hr
207.061535,170.61639,-45.73544,45_min
3432.070434,175.771202,-37.317907,1_hr_45_min
9481.501485,175.781413,-37.261166,5_hr_one_way
643.27841,177.310239,-38.078972,20_-_30_min_loop
372.077664,174.849178,-38.260527,20_min
1807.070041,174.090957,-35.168355,40_min
253.663449,173.371187,-35.53639,5_min_one_way
6753.046451,170.329615,-44.206423,2_hr
4047.873045,176.300688,-39.627293,2_-_3_hr_one_way
565.430542,169.485915,-46.504055,30_min
6381.780252,175.53166,-36.619453,3_hr
35089.00364,174.858544,-39.340627,3_-_5_days
3070.054227,174.990159,-36.777342,55_min
39179.12611,172.357456,-41.606542,?
143.563654,174.866523,-41.255969,10_min
368.775096,174.866137,-41.259483,30_min_return
2028.361376,174.863902,-41.257577,40_min
1141.356448,175.531185,-37.862099,30_min
8080.601307,173.555991,-35.746185,1_hr_30_min_to_Maunganui_Bluff_|_5_hr_to_Waikara_B
2527.673089,174.812052,-36.827561,1_hr_one_way
29961.84823,168.241175,-45.023962,4_days
6282.255202,176.065289,-39.77319,8_-_10_hr
1005.548485,169.349459,-46.5716,40_min
1564.178204,174.115465,-39.102741,?
4761.84375,169.580841,-44.459488,8_-_10_hr
5799.115878,176.008781,-40.05338,5_-_7_hr
1313.942264,174.936643,-41.345646,1_hr
13722.50858,170.870781,-43.044116,2-3_days
608.574408,167.923959,-44.671518,30_m
100.49515,167.928178,-44.672785,20_min
53855.50795,167.78562,-44.813536,4_days
21981.64177,169.041448,-44.547819,?
41029.96064,171.860764,-42.894248,3_-_4_days
23692.26536,171.616555,-42.884004,2_-_3_days
448.418346,170.01791,-43.468848,20_min
183.425736,168.010272,-45.029872,10_min
4330.657313,168.044259,-44.894573,3_hr_to_bush_edge
8045.104635,175.486059,-40.856753,8_-_9_hr_return
24114.61161,177.278149,-38.413661,2_-_3_days
384.148629,170.826236,-45.346313,10_m
13992.94903,169.400273,-43.806246,2+_days
30498.60967,176.725907,-38.714963,2-3_days
3177.238835,176.902393,-39.858388,30_min/1_hr
7801.865219,174.62945,-36.465472,?
5354.836152,176.082199,-38.186315,2_hr
4897.245761,168.566842,-45.004504,2_-_3_hr
18033.94445,174.682152,-38.975784,8_hr
1345.922763,174.47424,-36.84126,40_min_one_way
3741.219226,174.465259,-36.842507,2-3_hr_one_way
10599.10816,173.20143,-42.094203,10_min_-_2_hr
432.157044,176.283287,-39.964954,1_hr_30_min_-_2_hr
847.945008,167.542504,-45.574698,1.5_-_2_hr_return
11751.04192,171.387958,-42.265246,4_hr
6037.848708,171.438802,-42.263274,2_-_3_hr_one_way
4310.939605,168.103373,-44.701088,'7-9_hr_to_lake,_9-11_hr_to_bivvy_rock'
590.252202,170.024125,-43.484636,30_min
3995.522639,174.395887,-35.473205,2_hr
32435.53602,168.903288,-44.776573,3_-_4_days
744.428672,174.273644,-41.095483,30_min_one_way
310.083959,174.166833,-35.231833,15_min
3808.872839,173.943753,-34.997925,1_hr_50_min
2553.998415,174.437713,-35.787241,1_hr_30_min
414.713412,175.875008,-38.934073,20_min
3222.047277,174.792314,-36.505694,1_-_2_hr_return
4036.884872,174.193144,-35.221681,2.5_hr
8290.61593,174.914164,-36.782432,Various:_1_-_1_hr_30_min
1737.533055,174.471998,-35.511789,2_hr
6119.335294,170.464692,-43.244978,2_days
7876.351051,172.705294,-41.203382,3_hr_30_min_-_4_hr_30_min_one_way
6113.189223,174.44655,-36.45021,1_hr_45_min_to_the_summit_one_way
3284.209167,171.22407,-43.63237,2_hr_30_min_one_way
739.866102,174.784222,-38.922318,30_min
12034.49501,174.827006,-38.908761,7_hr_30_min_-_9_hr
3425.299664,169.997663,-43.490873,8_hr_
1925.027227,178.054285,-37.912848,7_hr_one_way
4399.689845,169.161575,-44.692078,1_hr_30_min
1823.821482,174.509999,-35.820988,2_hr
8915.38282,174.625903,-38.922361,6_hr_30_min
5442.775039,174.581749,-38.884758,5_hr_30_min
7458.636545,172.821264,-41.827155,5_hr_return
3609.945148,169.244173,-44.235035,5_hr_return_to_bush_edge
5057.79235,171.398521,-43.632116,5_hr_one_way
31941.65681,171.366957,-43.607106,2_days
3322.526724,174.1196,-41.08683,Half_day
1506.17244,170.899071,-43.545961,30_min_one_way
5594.724404,174.083282,-39.287822,_Up_5-6_hr;_down_3-4_hr
3501.13849,171.173298,-42.814481,7_hr
3033.862384,173.813677,-35.750773,3_hr_one_way
4442.895923,175.02293,-37.20805,?
7664.465309,173.252223,-41.597229,5–6_hr_one_way
385.910448,167.381015,-45.747309,45_min_return
6391.746569,168.535544,-45.054918,2-4_hr
7933.766109,173.505612,-41.474801,5_hr_40_min_to_hut
23132.58858,173.597341,-42.297216,45_min_-_3_days
11910.91063,172.53545,-43.128216,?
21310.19161,175.449172,-40.881012,12_hr
10064.11416,168.421033,-44.851525,2_-_3_hr_one_way_|_3_-_4_hr_30_min_one_way
11355.99745,174.971915,-41.34014,10_hr
12388.4671,168.435239,-44.846472,8-10_hr_return
18841.85081,174.960026,-41.325223,6_hr_return
1742.938067,176.189416,-38.124013,1.5_hr_one_way
2906.446714,176.18702,-38.127547,1_hr
3647.234821,170.869203,-44.433313,2_-_3_hrs
15759.75604,172.563669,-41.523287,'Northern_access:_9_hr,_Southern_access_7_hr'
10767.32762,172.079779,-43.240606,8_hr
15536.58578,172.258608,-43.183109,4–6_hr_return
23834.83814,173.423693,-41.481157,2_days
11762.16636,173.692537,-41.425915,8_hr_return
